birthdate,age,category,facility_id,join_date,retire_date,team_name,gender
2013-06-18,8,junior,2.0,2022-05-23,,Ice Unicorns,F
2003-11-12,18,junior,2.0,2021-11-01,,Ice Unicorns,F
2004-03-31,18,junior,2.0,2019-11-13,,Ice Unicorns,F
2006-06-28,15,junior,2.0,2019-09-15,,Ice Unicorns,F
2006-01-18,16,junior,2.0,2021-05-21,,Ice Unicorns,F
2003-12-16,18,junior,2.0,2021-04-22,,Montreal Lasers,F
2005-12-04,16,junior,2.0,2020-09-21,,Montreal Lasers,F
2004-01-13,18,junior,2.0,2020-02-17,,Montreal Lasers,F
2010-09-11,11,junior,2.0,2020-03-26,,Montreal Lasers,F
2011-05-13,11,junior,2.0,2020-01-02,,Montreal Lasers,F
2011-08-13,10,junior,2.0,2019-07-08,,Montreal Lasers,F
2006-02-26,16,junior,2.0,2022-03-03,,Montreal Lasers,F
2013-09-22,8,junior,2.0,2021-12-03,,Montreal Lasers,F
2006-06-30,15,junior,2.0,2019-10-08,,Baby Broomers,F
2002-09-28,19,junior,2.0,2021-07-18,,Baby Broomers,F
2006-04-18,16,junior,2.0,2019-07-17,,Baby Broomers,F
2007-12-02,14,junior,2.0,2022-02-09,,Baby Broomers,F
2014-08-17,7,junior,2.0,2022-04-07,,Baby Broomers,F
2009-08-18,12,junior,3.0,2021-12-07,,Stone Mariners,M
2008-08-08,13,junior,3.0,2020-08-30,,Stone Mariners,F
2002-12-19,19,junior,3.0,2020-03-17,,Stone Mariners,M
2006-09-16,15,junior,3.0,2020-11-12,,Stone Mariners,M
2013-02-27,9,junior,3.0,2021-07-08,,Ice Huskies,M
2008-05-28,14,junior,3.0,2020-08-27,,Ice Huskies,M
2002-11-12,19,junior,3.0,2020-09-14,,Ice Huskies,F
2006-09-10,15,junior,3.0,2019-06-19,,Ice Huskies,M
2014-05-07,8,junior,3.0,2021-09-13,,Ice Huskies,F
2006-06-02,15,junior,3.0,2022-01-04,,Calgary Metros,F
2005-04-15,17,junior,3.0,2019-08-20,,Calgary Metros,F
2011-12-17,10,junior,3.0,2019-11-28,,Calgary Metros,F
2005-05-19,17,junior,3.0,2022-01-12,,Calgary Metros,F
2002-07-02,19,junior,3.0,2020-06-15,,Rolling Stones,F
2004-06-26,17,junior,3.0,2020-03-14,,Rolling Stones,F
2003-07-21,18,junior,3.0,2021-12-24,,Rolling Stones,F
2007-05-01,15,junior,3.0,2022-05-24,,Rolling Stones,F
2004-02-23,18,junior,4.0,2020-03-30,,Broom Mets,F
2012-06-19,9,junior,4.0,2020-01-13,,Broom Mets,F
2011-04-06,11,junior,4.0,2020-04-14,,Broom Mets,F
2015-05-10,7,junior,4.0,2022-05-09,,Broom Mets,F
2012-09-28,9,junior,4.0,2021-07-14,,Broom Mets,F
2004-01-13,18,junior,4.0,2020-05-08,,Broom Mets,F
2015-01-08,7,junior,4.0,2022-04-08,,Broom Mets,F
2004-08-15,17,junior,4.0,2021-07-05,,Ottawa Greys,M
2007-02-16,15,junior,4.0,2019-11-29,,Ottawa Greys,F
2014-04-12,8,junior,4.0,2021-08-29,,Ottawa Greys,F
2004-02-14,18,junior,4.0,2020-04-12,,Ottawa Greys,M
2008-08-07,13,junior,4.0,2021-06-04,,Ottawa Greys,M
2012-02-16,10,junior,4.0,2019-07-27,,Ottawa Greys,F
2010-12-18,11,junior,4.0,2020-04-06,,Ice Dodgers,F
2004-10-29,17,junior,4.0,2021-05-03,,Ice Dodgers,F
2005-08-27,16,junior,4.0,2020-02-07,,Ice Dodgers,F
2002-03-11,20,junior,4.0,2020-02-17,,Ice Dodgers,F
2003-04-01,19,junior,4.0,2020-12-27,,Ice Dodgers,F
2015-04-27,7,junior,4.0,2022-05-18,,Ice Dodgers,F
2004-12-27,17,junior,4.0,2020-06-21,,Ice Dodgers,F
2014-02-17,8,junior,4.0,2021-12-26,,Ice Dodgers,F
2006-01-13,16,junior,4.0,2022-04-15,,Ottawa Kiltys,M
2002-03-04,20,junior,4.0,2019-08-27,,Ottawa Kiltys,F
2004-02-27,18,junior,4.0,2020-07-11,,Ottawa Kiltys,M
2001-10-08,20,junior,4.0,2021-10-13,,Ottawa Kiltys,F
2012-10-03,9,junior,4.0,2021-09-06,,Ottawa Kiltys,F
2003-07-10,18,junior,4.0,2020-03-09,,Cold Chinooks,F
2005-08-18,16,junior,4.0,2022-04-16,,Cold Chinooks,F
2012-03-09,10,junior,4.0,2020-01-31,,Cold Chinooks,F
2008-05-22,14,junior,4.0,2021-09-15,,Cold Chinooks,F
2011-03-10,11,junior,4.0,2021-06-05,,Cold Chinooks,F
2008-01-16,14,junior,4.0,2020-02-27,,Cold Chinooks,F
2004-04-04,18,junior,4.0,2019-12-25,,Cold Chinooks,F
2013-07-23,8,junior,5.0,2022-03-03,,Curlers Terriers,M
2002-06-01,19,junior,5.0,2020-11-14,,Curlers Terriers,M
2011-06-29,10,junior,5.0,2019-06-20,,Curlers Terriers,M
2004-03-16,18,junior,5.0,2022-05-09,,Curlers Terriers,M
2004-11-27,17,junior,5.0,2021-02-26,,Curlers Terriers,M
2004-05-10,18,junior,5.0,2022-05-08,,Broom Hawks,M
2014-05-28,8,junior,5.0,2022-02-10,,Broom Hawks,M
2010-09-02,11,junior,5.0,2019-10-03,,Broom Hawks,M
2009-04-18,13,junior,5.0,2020-10-06,,Broom Hawks,M
2006-05-07,16,junior,5.0,2021-09-12,,Broom Hawks,M
2009-11-05,12,junior,5.0,2021-04-25,,Broom Hawks,M
2009-07-20,12,junior,5.0,2020-08-25,,Broom Hawks,M
2005-04-15,17,junior,5.0,2021-12-03,,Broom Hawks,M
2006-02-18,16,junior,5.0,2019-06-18,,Super Lords,M
2015-01-14,7,junior,5.0,2022-05-29,,Super Lords,M
2009-01-29,13,junior,5.0,2021-09-18,,Super Lords,M
2010-01-31,12,junior,5.0,2019-11-18,,Super Lords,M
2008-01-28,14,junior,5.0,2021-08-07,,Super Lords,M
2002-06-02,19,junior,5.0,2020-06-26,,Super Lords,M
2004-09-06,17,junior,5.0,2019-09-24,,Stone Timberwolves,M
2006-08-15,15,junior,5.0,2022-03-15,,Stone Timberwolves,M
2013-02-28,9,junior,5.0,2022-01-01,,Stone Timberwolves,M
2013-12-05,8,junior,5.0,2022-05-21,,Stone Timberwolves,F
2010-08-10,11,junior,5.0,2020-05-26,,Stone Timberwolves,M
2006-07-21,15,junior,5.0,2019-09-08,,Stone Timberwolves,M
2002-07-19,19,junior,5.0,2020-03-17,,Stone Timberwolves,F
2009-01-01,13,junior,5.0,2019-09-05,,Stone Timberwolves,M
2004-10-23,17,junior,5.0,2019-11-02,,Super Atlantics,F
2002-02-24,20,junior,5.0,2021-01-08,,Super Atlantics,F
2007-04-29,15,junior,5.0,2021-08-06,,Super Atlantics,F
2003-01-04,19,junior,5.0,2019-10-08,,Super Atlantics,F
2014-10-16,7,junior,5.0,2021-11-06,,Vancouver Buccaneers,F
2014-09-05,7,junior,5.0,2021-12-07,,Vancouver Buccaneers,F
2014-07-08,7,junior,5.0,2022-03-01,,Vancouver Buccaneers,F
2012-11-30,9,junior,5.0,2021-09-01,,Vancouver Buccaneers,F
2006-05-24,16,junior,5.0,2020-10-08,,Vancouver Buccaneers,F
2015-02-22,7,junior,5.0,2022-03-02,,Vancouver Buccaneers,F
