person_id,date,financial_flow
67,2019-10-05,55.0
0,2019-10-06,20.0
13,2019-10-06,55.0
28,2019-10-07,55.0
14,2019-10-08,20.0
50,2019-10-08,20.0
68,2019-10-08,20.0
69,2019-10-08,20.0
1,2019-10-09,55.0
17,2019-10-10,20.0
18,2019-10-10,55.0
29,2019-10-11,20.0
54,2019-10-13,55.0
33,2019-10-15,55.0
55,2019-10-15,20.0
56,2019-10-15,55.0
72,2019-10-15,55.0
35,2019-10-16,20.0
20,2019-10-17,20.0
36,2019-10-17,55.0
5,2019-10-18,20.0
38,2019-10-18,55.0
6,2019-10-19,20.0
7,2019-10-20,20.0
21,2019-10-20,55.0
39,2019-10-20,20.0
73,2019-10-20,55.0
58,2019-10-22,55.0
9,2019-10-23,20.0
22,2019-10-23,55.0
23,2019-10-24,55.0
59,2019-10-24,55.0
60,2019-10-24,20.0
10,2019-10-25,55.0
41,2019-10-25,20.0
74,2019-10-25,20.0
24,2019-10-27,20.0
42,2019-10-27,20.0
25,2019-10-28,20.0
61,2019-10-28,55.0
11,2019-10-29,55.0
26,2019-10-29,55.0
76,2019-10-29,55.0
77,2019-10-29,55.0
44,2019-10-30,55.0
62,2019-10-30,55.0
63,2019-10-30,55.0
45,2019-10-31,55.0
27,2019-11-02,55.0
46,2019-11-02,55.0
78,2019-11-02,20.0
65,2019-11-03,20.0
66,2019-11-03,55.0
48,2019-11-05,20.0
67,2019-11-05,55.0
0,2019-11-06,20.0
13,2019-11-06,55.0
79,2019-11-06,55.0
28,2019-11-07,55.0
81,2019-11-07,55.0
14,2019-11-08,20.0
50,2019-11-08,20.0
68,2019-11-08,20.0
69,2019-11-08,20.0
1,2019-11-09,55.0
82,2019-11-09,20.0
17,2019-11-10,20.0
18,2019-11-10,55.0
29,2019-11-11,20.0
54,2019-11-13,55.0
85,2019-11-13,20.0
33,2019-11-15,55.0
55,2019-11-15,20.0
56,2019-11-15,55.0
72,2019-11-15,55.0
35,2019-11-16,20.0
20,2019-11-17,20.0
36,2019-11-17,55.0
5,2019-11-18,20.0
38,2019-11-18,55.0
88,2019-11-18,20.0
6,2019-11-19,20.0
7,2019-11-20,20.0
21,2019-11-20,55.0
39,2019-11-20,20.0
73,2019-11-20,55.0
89,2019-11-20,55.0
58,2019-11-22,55.0
90,2019-11-22,55.0
9,2019-11-23,20.0
22,2019-11-23,55.0
23,2019-11-24,55.0
59,2019-11-24,55.0
60,2019-11-24,20.0
10,2019-11-25,55.0
41,2019-11-25,20.0
74,2019-11-25,20.0
91,2019-11-25,20.0
24,2019-11-27,20.0
42,2019-11-27,20.0
25,2019-11-28,20.0
61,2019-11-28,55.0
92,2019-11-28,20.0
93,2019-11-28,20.0
11,2019-11-29,55.0
26,2019-11-29,55.0
77,2019-11-29,55.0
95,2019-11-29,20.0
44,2019-11-30,55.0
45,2019-11-30,55.0
62,2019-11-30,55.0
63,2019-11-30,55.0
96,2019-11-30,20.0
27,2019-12-02,55.0
46,2019-12-02,55.0
78,2019-12-02,20.0
65,2019-12-03,20.0
66,2019-12-03,55.0
48,2019-12-05,20.0
67,2019-12-05,55.0
99,2019-12-05,20.0
101,2019-12-05,55.0
0,2019-12-06,20.0
13,2019-12-06,55.0
79,2019-12-06,55.0
102,2019-12-06,20.0
28,2019-12-07,55.0
81,2019-12-07,55.0
14,2019-12-08,20.0
50,2019-12-08,20.0
68,2019-12-08,20.0
69,2019-12-08,20.0
1,2019-12-09,55.0
82,2019-12-09,20.0
17,2019-12-10,20.0
18,2019-12-10,55.0
29,2019-12-11,20.0
104,2019-12-12,55.0
54,2019-12-13,55.0
85,2019-12-13,20.0
107,2019-12-14,55.0
33,2019-12-15,55.0
55,2019-12-15,20.0
56,2019-12-15,55.0
72,2019-12-15,55.0
35,2019-12-16,20.0
20,2019-12-17,20.0
36,2019-12-17,55.0
5,2019-12-18,20.0
38,2019-12-18,55.0
88,2019-12-18,20.0
108,2019-12-18,20.0
6,2019-12-19,20.0
109,2019-12-19,55.0
7,2019-12-20,20.0
21,2019-12-20,55.0
39,2019-12-20,20.0
73,2019-12-20,55.0
89,2019-12-20,55.0
58,2019-12-22,55.0
90,2019-12-22,55.0
9,2019-12-23,20.0
22,2019-12-23,55.0
23,2019-12-24,55.0
59,2019-12-24,55.0
60,2019-12-24,20.0
110,2019-12-24,20.0
10,2019-12-25,55.0
41,2019-12-25,20.0
74,2019-12-25,20.0
91,2019-12-25,20.0
111,2019-12-25,20.0
24,2019-12-27,20.0
42,2019-12-27,20.0
25,2019-12-28,20.0
61,2019-12-28,55.0
92,2019-12-28,20.0
93,2019-12-28,20.0
11,2019-12-29,55.0
26,2019-12-29,55.0
77,2019-12-29,55.0
95,2019-12-29,20.0
113,2019-12-29,55.0
44,2019-12-30,55.0
62,2019-12-30,55.0
63,2019-12-30,55.0
96,2019-12-30,20.0
45,2019-12-31,55.0
27,2020-01-02,55.0
46,2020-01-02,55.0
78,2020-01-02,20.0
114,2020-01-02,20.0
65,2020-01-03,20.0
66,2020-01-03,55.0
48,2020-01-05,20.0
67,2020-01-05,55.0
99,2020-01-05,20.0
101,2020-01-05,55.0
13,2020-01-06,55.0
79,2020-01-06,55.0
102,2020-01-06,20.0
28,2020-01-07,55.0
81,2020-01-07,55.0
14,2020-01-08,20.0
50,2020-01-08,20.0
68,2020-01-08,20.0
69,2020-01-08,20.0
115,2020-01-08,55.0
1,2020-01-09,55.0
82,2020-01-09,20.0
17,2020-01-10,20.0
18,2020-01-10,55.0
29,2020-01-11,20.0
104,2020-01-12,55.0
117,2020-01-12,55.0
118,2020-01-12,55.0
54,2020-01-13,55.0
85,2020-01-13,20.0
119,2020-01-13,55.0
120,2020-01-13,20.0
107,2020-01-14,55.0
121,2020-01-14,20.0
33,2020-01-15,55.0
55,2020-01-15,20.0
56,2020-01-15,55.0
72,2020-01-15,55.0
35,2020-01-16,20.0
123,2020-01-16,55.0
20,2020-01-17,20.0
36,2020-01-17,55.0
124,2020-01-17,55.0
5,2020-01-18,20.0
38,2020-01-18,55.0
88,2020-01-18,20.0
108,2020-01-18,20.0
6,2020-01-19,20.0
109,2020-01-19,55.0
7,2020-01-20,20.0
21,2020-01-20,55.0
39,2020-01-20,20.0
73,2020-01-20,55.0
89,2020-01-20,55.0
58,2020-01-22,55.0
90,2020-01-22,55.0
9,2020-01-23,20.0
22,2020-01-23,55.0
23,2020-01-24,55.0
59,2020-01-24,55.0
60,2020-01-24,20.0
110,2020-01-24,20.0
10,2020-01-25,55.0
41,2020-01-25,20.0
74,2020-01-25,20.0
91,2020-01-25,20.0
111,2020-01-25,20.0
24,2020-01-27,20.0
42,2020-01-27,20.0
25,2020-01-28,20.0
61,2020-01-28,55.0
92,2020-01-28,20.0
93,2020-01-28,20.0
11,2020-01-29,55.0
26,2020-01-29,55.0
77,2020-01-29,55.0
95,2020-01-29,20.0
113,2020-01-29,55.0
44,2020-01-30,55.0
62,2020-01-30,55.0
63,2020-01-30,55.0
96,2020-01-30,20.0
45,2020-01-31,55.0
127,2020-01-31,20.0
27,2020-02-02,55.0
46,2020-02-02,55.0
78,2020-02-02,20.0
114,2020-02-02,20.0
65,2020-02-03,20.0
66,2020-02-03,55.0
48,2020-02-05,20.0
67,2020-02-05,55.0
99,2020-02-05,20.0
101,2020-02-05,55.0
13,2020-02-06,55.0
79,2020-02-06,55.0
102,2020-02-06,20.0
28,2020-02-07,55.0
81,2020-02-07,55.0
131,2020-02-07,20.0
14,2020-02-08,20.0
50,2020-02-08,20.0
68,2020-02-08,20.0
69,2020-02-08,20.0
115,2020-02-08,55.0
1,2020-02-09,55.0
82,2020-02-09,20.0
17,2020-02-10,20.0
18,2020-02-10,55.0
29,2020-02-11,20.0
104,2020-02-12,55.0
117,2020-02-12,55.0
118,2020-02-12,55.0
54,2020-02-13,55.0
85,2020-02-13,20.0
119,2020-02-13,55.0
120,2020-02-13,20.0
107,2020-02-14,55.0
121,2020-02-14,20.0
33,2020-02-15,55.0
55,2020-02-15,20.0
56,2020-02-15,55.0
72,2020-02-15,55.0
35,2020-02-16,20.0
123,2020-02-16,55.0
20,2020-02-17,20.0
36,2020-02-17,55.0
124,2020-02-17,55.0
136,2020-02-17,20.0
137,2020-02-17,20.0
5,2020-02-18,20.0
38,2020-02-18,55.0
88,2020-02-18,20.0
108,2020-02-18,20.0
138,2020-02-18,55.0
6,2020-02-19,20.0
109,2020-02-19,55.0
7,2020-02-20,20.0
21,2020-02-20,55.0
39,2020-02-20,20.0
73,2020-02-20,55.0
89,2020-02-20,55.0
140,2020-02-21,55.0
58,2020-02-22,55.0
90,2020-02-22,55.0
9,2020-02-23,20.0
22,2020-02-23,55.0
23,2020-02-24,55.0
59,2020-02-24,55.0
60,2020-02-24,20.0
110,2020-02-24,20.0
10,2020-02-25,55.0
41,2020-02-25,20.0
74,2020-02-25,20.0
91,2020-02-25,20.0
111,2020-02-25,20.0
141,2020-02-25,20.0
142,2020-02-25,55.0
24,2020-02-27,20.0
42,2020-02-27,20.0
143,2020-02-27,20.0
144,2020-02-27,20.0
25,2020-02-28,20.0
61,2020-02-28,55.0
92,2020-02-28,20.0
93,2020-02-28,20.0
11,2020-02-29,55.0
26,2020-02-29,55.0
44,2020-02-29,55.0
45,2020-02-29,55.0
62,2020-02-29,55.0
63,2020-02-29,55.0
77,2020-02-29,55.0
95,2020-02-29,20.0
96,2020-02-29,20.0
113,2020-02-29,55.0
127,2020-02-29,20.0
145,2020-02-29,55.0
27,2020-03-02,55.0
46,2020-03-02,55.0
78,2020-03-02,20.0
114,2020-03-02,20.0
65,2020-03-03,20.0
66,2020-03-03,55.0
147,2020-03-04,20.0
148,2020-03-04,20.0
149,2020-03-04,55.0
48,2020-03-05,20.0
67,2020-03-05,55.0
99,2020-03-05,20.0
101,2020-03-05,55.0
13,2020-03-06,55.0
79,2020-03-06,55.0
102,2020-03-06,20.0
28,2020-03-07,55.0
81,2020-03-07,55.0
131,2020-03-07,20.0
14,2020-03-08,20.0
50,2020-03-08,20.0
68,2020-03-08,20.0
69,2020-03-08,20.0
115,2020-03-08,55.0
82,2020-03-09,20.0
151,2020-03-09,20.0
17,2020-03-10,20.0
18,2020-03-10,55.0
29,2020-03-11,20.0
152,2020-03-11,20.0
104,2020-03-12,55.0
117,2020-03-12,55.0
118,2020-03-12,55.0
54,2020-03-13,55.0
85,2020-03-13,20.0
119,2020-03-13,55.0
120,2020-03-13,20.0
107,2020-03-14,55.0
121,2020-03-14,20.0
153,2020-03-14,20.0
33,2020-03-15,55.0
55,2020-03-15,20.0
56,2020-03-15,55.0
72,2020-03-15,55.0
35,2020-03-16,20.0
123,2020-03-16,55.0
154,2020-03-16,20.0
20,2020-03-17,20.0
36,2020-03-17,55.0
124,2020-03-17,55.0
136,2020-03-17,20.0
137,2020-03-17,20.0
155,2020-03-17,55.0
156,2020-03-17,20.0
157,2020-03-17,20.0
5,2020-03-18,20.0
38,2020-03-18,55.0
88,2020-03-18,20.0
108,2020-03-18,20.0
138,2020-03-18,55.0
159,2020-03-18,55.0
6,2020-03-19,20.0
109,2020-03-19,55.0
7,2020-03-20,20.0
21,2020-03-20,55.0
39,2020-03-20,20.0
73,2020-03-20,55.0
89,2020-03-20,55.0
140,2020-03-21,55.0
163,2020-03-21,20.0
58,2020-03-22,55.0
90,2020-03-22,55.0
9,2020-03-23,20.0
22,2020-03-23,55.0
23,2020-03-24,55.0
59,2020-03-24,55.0
60,2020-03-24,20.0
110,2020-03-24,20.0
164,2020-03-24,55.0
10,2020-03-25,55.0
41,2020-03-25,20.0
74,2020-03-25,20.0
91,2020-03-25,20.0
111,2020-03-25,20.0
141,2020-03-25,20.0
142,2020-03-25,55.0
166,2020-03-26,20.0
24,2020-03-27,20.0
42,2020-03-27,20.0
143,2020-03-27,20.0
144,2020-03-27,20.0
168,2020-03-27,20.0
169,2020-03-27,55.0
25,2020-03-28,20.0
61,2020-03-28,55.0
92,2020-03-28,20.0
93,2020-03-28,20.0
11,2020-03-29,55.0
26,2020-03-29,55.0
77,2020-03-29,55.0
95,2020-03-29,20.0
113,2020-03-29,55.0
145,2020-03-29,55.0
172,2020-03-29,55.0
44,2020-03-30,55.0
62,2020-03-30,55.0
63,2020-03-30,55.0
96,2020-03-30,20.0
173,2020-03-30,20.0
45,2020-03-31,55.0
127,2020-03-31,20.0
27,2020-04-02,55.0
46,2020-04-02,55.0
78,2020-04-02,20.0
114,2020-04-02,20.0
65,2020-04-03,20.0
66,2020-04-03,55.0
147,2020-04-04,20.0
149,2020-04-04,55.0
48,2020-04-05,20.0
67,2020-04-05,55.0
99,2020-04-05,20.0
101,2020-04-05,55.0
13,2020-04-06,55.0
79,2020-04-06,55.0
102,2020-04-06,20.0
174,2020-04-06,20.0
28,2020-04-07,55.0
81,2020-04-07,55.0
131,2020-04-07,20.0
14,2020-04-08,20.0
50,2020-04-08,20.0
68,2020-04-08,20.0
69,2020-04-08,20.0
115,2020-04-08,55.0
82,2020-04-09,20.0
151,2020-04-09,20.0
175,2020-04-09,20.0
17,2020-04-10,20.0
18,2020-04-10,55.0
29,2020-04-11,20.0
152,2020-04-11,20.0
104,2020-04-12,55.0
117,2020-04-12,55.0
118,2020-04-12,55.0
176,2020-04-12,20.0
54,2020-04-13,55.0
85,2020-04-13,20.0
119,2020-04-13,55.0
120,2020-04-13,20.0
177,2020-04-13,55.0
107,2020-04-14,55.0
121,2020-04-14,20.0
153,2020-04-14,20.0
178,2020-04-14,20.0
179,2020-04-14,55.0
33,2020-04-15,55.0
55,2020-04-15,20.0
56,2020-04-15,55.0
72,2020-04-15,55.0
35,2020-04-16,20.0
123,2020-04-16,55.0
154,2020-04-16,20.0
180,2020-04-16,20.0
20,2020-04-17,20.0
36,2020-04-17,55.0
124,2020-04-17,55.0
136,2020-04-17,20.0
137,2020-04-17,20.0
155,2020-04-17,55.0
156,2020-04-17,20.0
157,2020-04-17,20.0
5,2020-04-18,20.0
38,2020-04-18,55.0
88,2020-04-18,20.0
108,2020-04-18,20.0
138,2020-04-18,55.0
159,2020-04-18,55.0
6,2020-04-19,20.0
109,2020-04-19,55.0
7,2020-04-20,20.0
21,2020-04-20,55.0
39,2020-04-20,20.0
73,2020-04-20,55.0
89,2020-04-20,55.0
140,2020-04-21,55.0
163,2020-04-21,20.0
58,2020-04-22,55.0
90,2020-04-22,55.0
9,2020-04-23,20.0
22,2020-04-23,55.0
23,2020-04-24,55.0
59,2020-04-24,55.0
60,2020-04-24,20.0
110,2020-04-24,20.0
164,2020-04-24,55.0
10,2020-04-25,55.0
41,2020-04-25,20.0
74,2020-04-25,20.0
91,2020-04-25,20.0
111,2020-04-25,20.0
141,2020-04-25,20.0
142,2020-04-25,55.0
166,2020-04-26,20.0
24,2020-04-27,20.0
42,2020-04-27,20.0
143,2020-04-27,20.0
144,2020-04-27,20.0
168,2020-04-27,20.0
169,2020-04-27,55.0
25,2020-04-28,20.0
61,2020-04-28,55.0
92,2020-04-28,20.0
93,2020-04-28,20.0
11,2020-04-29,55.0
26,2020-04-29,55.0
77,2020-04-29,55.0
95,2020-04-29,20.0
113,2020-04-29,55.0
145,2020-04-29,55.0
172,2020-04-29,55.0
44,2020-04-30,55.0
45,2020-04-30,55.0
62,2020-04-30,55.0
63,2020-04-30,55.0
96,2020-04-30,20.0
127,2020-04-30,20.0
173,2020-04-30,20.0
182,2020-05-01,55.0
27,2020-05-02,55.0
46,2020-05-02,55.0
78,2020-05-02,20.0
114,2020-05-02,20.0
183,2020-05-02,55.0
184,2020-05-02,55.0
65,2020-05-03,20.0
66,2020-05-03,55.0
185,2020-05-03,55.0
147,2020-05-04,20.0
149,2020-05-04,55.0
186,2020-05-04,20.0
48,2020-05-05,20.0
67,2020-05-05,55.0
99,2020-05-05,20.0
101,2020-05-05,55.0
13,2020-05-06,55.0
79,2020-05-06,55.0
102,2020-05-06,20.0
174,2020-05-06,20.0
28,2020-05-07,55.0
81,2020-05-07,55.0
131,2020-05-07,20.0
14,2020-05-08,20.0
50,2020-05-08,20.0
68,2020-05-08,20.0
69,2020-05-08,20.0
115,2020-05-08,55.0
188,2020-05-08,20.0
82,2020-05-09,20.0
151,2020-05-09,20.0
175,2020-05-09,20.0
17,2020-05-10,20.0
18,2020-05-10,55.0
29,2020-05-11,20.0
152,2020-05-11,20.0
104,2020-05-12,55.0
117,2020-05-12,55.0
118,2020-05-12,55.0
176,2020-05-12,20.0
54,2020-05-13,55.0
85,2020-05-13,20.0
119,2020-05-13,55.0
120,2020-05-13,20.0
177,2020-05-13,55.0
190,2020-05-13,55.0
107,2020-05-14,55.0
121,2020-05-14,20.0
153,2020-05-14,20.0
178,2020-05-14,20.0
179,2020-05-14,55.0
33,2020-05-15,55.0
55,2020-05-15,20.0
56,2020-05-15,55.0
72,2020-05-15,55.0
191,2020-05-15,20.0
192,2020-05-15,55.0
35,2020-05-16,20.0
123,2020-05-16,55.0
154,2020-05-16,20.0
180,2020-05-16,20.0
194,2020-05-16,20.0
20,2020-05-17,20.0
36,2020-05-17,55.0
124,2020-05-17,55.0
136,2020-05-17,20.0
137,2020-05-17,20.0
155,2020-05-17,55.0
156,2020-05-17,20.0
157,2020-05-17,20.0
5,2020-05-18,20.0
38,2020-05-18,55.0
88,2020-05-18,20.0
108,2020-05-18,20.0
138,2020-05-18,55.0
159,2020-05-18,55.0
6,2020-05-19,20.0
109,2020-05-19,55.0
7,2020-05-20,20.0
21,2020-05-20,55.0
39,2020-05-20,20.0
73,2020-05-20,55.0
89,2020-05-20,55.0
140,2020-05-21,55.0
163,2020-05-21,20.0
58,2020-05-22,55.0
90,2020-05-22,55.0
197,2020-05-22,55.0
9,2020-05-23,20.0
22,2020-05-23,55.0
23,2020-05-24,55.0
59,2020-05-24,55.0
60,2020-05-24,20.0
110,2020-05-24,20.0
164,2020-05-24,55.0
10,2020-05-25,55.0
41,2020-05-25,20.0
74,2020-05-25,20.0
91,2020-05-25,20.0
111,2020-05-25,20.0
141,2020-05-25,20.0
142,2020-05-25,55.0
166,2020-05-26,20.0
198,2020-05-26,20.0
24,2020-05-27,20.0
42,2020-05-27,20.0
143,2020-05-27,20.0
144,2020-05-27,20.0
168,2020-05-27,20.0
169,2020-05-27,55.0
25,2020-05-28,20.0
61,2020-05-28,55.0
92,2020-05-28,20.0
93,2020-05-28,20.0
11,2020-05-29,55.0
26,2020-05-29,55.0
77,2020-05-29,55.0
95,2020-05-29,20.0
113,2020-05-29,55.0
145,2020-05-29,55.0
172,2020-05-29,55.0
44,2020-05-30,55.0
62,2020-05-30,55.0
63,2020-05-30,55.0
96,2020-05-30,20.0
173,2020-05-30,20.0
199,2020-05-30,20.0
45,2020-05-31,55.0
127,2020-05-31,20.0
200,2020-05-31,55.0
182,2020-06-01,55.0
27,2020-06-02,55.0
46,2020-06-02,55.0
78,2020-06-02,20.0
114,2020-06-02,20.0
183,2020-06-02,55.0
184,2020-06-02,55.0
65,2020-06-03,20.0
66,2020-06-03,55.0
185,2020-06-03,55.0
201,2020-06-03,55.0
147,2020-06-04,20.0
149,2020-06-04,55.0
186,2020-06-04,20.0
48,2020-06-05,20.0
67,2020-06-05,55.0
99,2020-06-05,20.0
101,2020-06-05,55.0
202,2020-06-05,55.0
13,2020-06-06,55.0
79,2020-06-06,55.0
102,2020-06-06,20.0
174,2020-06-06,20.0
28,2020-06-07,55.0
81,2020-06-07,55.0
131,2020-06-07,20.0
205,2020-06-07,55.0
14,2020-06-08,20.0
50,2020-06-08,20.0
68,2020-06-08,20.0
69,2020-06-08,20.0
115,2020-06-08,55.0
188,2020-06-08,20.0
82,2020-06-09,20.0
151,2020-06-09,20.0
175,2020-06-09,20.0
17,2020-06-10,20.0
18,2020-06-10,55.0
29,2020-06-11,20.0
152,2020-06-11,20.0
104,2020-06-12,55.0
117,2020-06-12,55.0
118,2020-06-12,55.0
176,2020-06-12,20.0
54,2020-06-13,55.0
85,2020-06-13,20.0
119,2020-06-13,55.0
120,2020-06-13,20.0
177,2020-06-13,55.0
190,2020-06-13,55.0
207,2020-06-13,55.0
107,2020-06-14,55.0
121,2020-06-14,20.0
153,2020-06-14,20.0
178,2020-06-14,20.0
179,2020-06-14,55.0
33,2020-06-15,55.0
55,2020-06-15,20.0
56,2020-06-15,55.0
72,2020-06-15,55.0
191,2020-06-15,20.0
192,2020-06-15,55.0
208,2020-06-15,20.0
35,2020-06-16,20.0
123,2020-06-16,55.0
154,2020-06-16,20.0
180,2020-06-16,20.0
194,2020-06-16,20.0
20,2020-06-17,20.0
36,2020-06-17,55.0
124,2020-06-17,55.0
136,2020-06-17,20.0
137,2020-06-17,20.0
155,2020-06-17,55.0
156,2020-06-17,20.0
157,2020-06-17,20.0
5,2020-06-18,20.0
38,2020-06-18,55.0
88,2020-06-18,20.0
108,2020-06-18,20.0
138,2020-06-18,55.0
159,2020-06-18,55.0
6,2020-06-19,20.0
109,2020-06-19,55.0
210,2020-06-19,55.0
7,2020-06-20,20.0
21,2020-06-20,55.0
39,2020-06-20,20.0
73,2020-06-20,55.0
89,2020-06-20,55.0
140,2020-06-21,55.0
163,2020-06-21,20.0
211,2020-06-21,20.0
58,2020-06-22,55.0
90,2020-06-22,55.0
197,2020-06-22,55.0
9,2020-06-23,20.0
22,2020-06-23,55.0
23,2020-06-24,55.0
59,2020-06-24,55.0
60,2020-06-24,20.0
110,2020-06-24,20.0
164,2020-06-24,55.0
10,2020-06-25,55.0
41,2020-06-25,20.0
74,2020-06-25,20.0
91,2020-06-25,20.0
111,2020-06-25,20.0
141,2020-06-25,20.0
142,2020-06-25,55.0
166,2020-06-26,20.0
198,2020-06-26,20.0
214,2020-06-26,20.0
215,2020-06-26,20.0
24,2020-06-27,20.0
42,2020-06-27,20.0
143,2020-06-27,20.0
144,2020-06-27,20.0
168,2020-06-27,20.0
169,2020-06-27,55.0
25,2020-06-28,20.0
61,2020-06-28,55.0
92,2020-06-28,20.0
93,2020-06-28,20.0
11,2020-06-29,55.0
26,2020-06-29,55.0
77,2020-06-29,55.0
95,2020-06-29,20.0
113,2020-06-29,55.0
145,2020-06-29,55.0
172,2020-06-29,55.0
44,2020-06-30,55.0
45,2020-06-30,55.0
62,2020-06-30,55.0
63,2020-06-30,55.0
96,2020-06-30,20.0
127,2020-06-30,20.0
173,2020-06-30,20.0
199,2020-06-30,20.0
200,2020-06-30,55.0
182,2020-07-01,55.0
216,2020-07-01,55.0
27,2020-07-02,55.0
46,2020-07-02,55.0
78,2020-07-02,20.0
114,2020-07-02,20.0
183,2020-07-02,55.0
184,2020-07-02,55.0
217,2020-07-02,20.0
65,2020-07-03,20.0
66,2020-07-03,55.0
185,2020-07-03,55.0
201,2020-07-03,55.0
147,2020-07-04,20.0
149,2020-07-04,55.0
186,2020-07-04,20.0
48,2020-07-05,20.0
67,2020-07-05,55.0
99,2020-07-05,20.0
101,2020-07-05,55.0
202,2020-07-05,55.0
13,2020-07-06,55.0
79,2020-07-06,55.0
102,2020-07-06,20.0
174,2020-07-06,20.0
218,2020-07-06,55.0
28,2020-07-07,55.0
81,2020-07-07,55.0
131,2020-07-07,20.0
205,2020-07-07,55.0
14,2020-07-08,20.0
50,2020-07-08,20.0
68,2020-07-08,20.0
69,2020-07-08,20.0
115,2020-07-08,55.0
188,2020-07-08,20.0
82,2020-07-09,20.0
151,2020-07-09,20.0
175,2020-07-09,20.0
17,2020-07-10,20.0
18,2020-07-10,55.0
219,2020-07-10,55.0
29,2020-07-11,20.0
152,2020-07-11,20.0
220,2020-07-11,20.0
104,2020-07-12,55.0
117,2020-07-12,55.0
118,2020-07-12,55.0
176,2020-07-12,20.0
54,2020-07-13,55.0
85,2020-07-13,20.0
119,2020-07-13,55.0
120,2020-07-13,20.0
177,2020-07-13,55.0
190,2020-07-13,55.0
207,2020-07-13,55.0
221,2020-07-13,55.0
222,2020-07-13,55.0
107,2020-07-14,55.0
121,2020-07-14,20.0
153,2020-07-14,20.0
178,2020-07-14,20.0
179,2020-07-14,55.0
33,2020-07-15,55.0
55,2020-07-15,20.0
56,2020-07-15,55.0
72,2020-07-15,55.0
191,2020-07-15,20.0
192,2020-07-15,55.0
208,2020-07-15,20.0
224,2020-07-15,55.0
35,2020-07-16,20.0
123,2020-07-16,55.0
154,2020-07-16,20.0
180,2020-07-16,20.0
194,2020-07-16,20.0
20,2020-07-17,20.0
36,2020-07-17,55.0
124,2020-07-17,55.0
136,2020-07-17,20.0
137,2020-07-17,20.0
155,2020-07-17,55.0
156,2020-07-17,20.0
157,2020-07-17,20.0
226,2020-07-17,55.0
5,2020-07-18,20.0
38,2020-07-18,55.0
88,2020-07-18,20.0
108,2020-07-18,20.0
138,2020-07-18,55.0
159,2020-07-18,55.0
227,2020-07-18,55.0
6,2020-07-19,20.0
109,2020-07-19,55.0
210,2020-07-19,55.0
228,2020-07-19,55.0
7,2020-07-20,20.0
21,2020-07-20,55.0
39,2020-07-20,20.0
73,2020-07-20,55.0
89,2020-07-20,55.0
140,2020-07-21,55.0
163,2020-07-21,20.0
211,2020-07-21,20.0
