id,birthdate,age,category,facility_id
230,1987-10-30,35,adult,3.0
231,1993-12-27,28,adult,3.0
232,1999-10-03,23,adult,3.0
233,1997-01-01,25,adult,3.0
234,1999-11-24,23,adult,3.0
235,1987-12-17,34,adult,4.0
236,1992-06-07,30,adult,4.0
237,1991-05-22,31,adult,4.0
238,1977-01-07,45,adult,4.0
239,1978-06-30,44,adult,4.0
240,1996-10-04,26,adult,4.0
241,1974-09-16,48,adult,4.0
242,1974-08-02,48,adult,4.0
243,1982-01-25,40,adult,4.0
244,1979-10-05,43,adult,4.0
245,1979-05-22,43,adult,4.0
246,1998-07-24,24,adult,4.0
247,1988-06-25,34,adult,4.0
248,1995-08-30,27,adult,4.0
249,1973-05-02,49,adult,4.0
250,1998-03-22,24,adult,4.0
251,1976-03-29,46,adult,4.0
252,1980-06-06,42,adult,4.0
253,1974-07-23,48,adult,5.0
254,1996-10-08,26,adult,5.0
255,1973-09-14,49,adult,5.0
256,1979-09-04,43,adult,5.0
257,1990-05-11,32,adult,5.0
258,1973-07-17,49,adult,5.0
259,1987-05-25,35,adult,5.0
260,1991-01-12,31,adult,5.0
261,1983-03-12,39,adult,5.0
262,1975-12-03,46,adult,5.0
263,1989-07-08,33,adult,5.0
264,1996-07-19,26,adult,5.0
265,1992-03-28,30,adult,5.0
266,1979-05-11,43,adult,5.0
267,1983-01-28,39,adult,5.0
