person_id,date,financial_flow
20,2019-09-17,20.0
36,2019-09-17,55.0
5,2019-09-18,20.0
38,2019-09-18,55.0
6,2019-09-19,20.0
7,2019-09-20,20.0
21,2019-09-20,55.0
39,2019-09-20,20.0
58,2019-09-22,55.0
9,2019-09-23,20.0
22,2019-09-23,55.0
23,2019-09-24,55.0
59,2019-09-24,55.0
60,2019-09-24,20.0
10,2019-09-25,55.0
41,2019-09-25,20.0
24,2019-09-27,20.0
42,2019-09-27,20.0
25,2019-09-28,20.0
61,2019-09-28,55.0
11,2019-09-29,55.0
26,2019-09-29,55.0
2,2019-09-30,-5669.44
3,2019-09-30,-5795.1
4,2019-09-30,-3591.87
8,2019-09-30,-3591.87
12,2019-09-30,-1648.75
15,2019-09-30,-1731.19
16,2019-09-30,-4415.31
19,2019-09-30,-1236.56
30,2019-09-30,-1731.19
31,2019-09-30,-2751.83
32,2019-09-30,-3041.5
34,2019-09-30,-5118.27
37,2019-09-30,-4047.69
40,2019-09-30,-3591.87
43,2019-09-30,-3041.5
44,2019-09-30,55.0
45,2019-09-30,55.0
47,2019-09-30,-2896.67
49,2019-09-30,-1401.44
51,2019-09-30,-1319.0
52,2019-09-30,-2172.5
53,2019-09-30,-1071.69
57,2019-09-30,-577.06
62,2019-09-30,55.0
63,2019-09-30,55.0
27,2019-10-02,55.0
46,2019-10-02,55.0
65,2019-10-03,20.0
66,2019-10-03,55.0
48,2019-10-05,20.0
67,2019-10-05,55.0
0,2019-10-06,20.0
13,2019-10-06,55.0
28,2019-10-07,55.0
14,2019-10-08,20.0
50,2019-10-08,20.0
68,2019-10-08,20.0
69,2019-10-08,20.0
1,2019-10-09,55.0
17,2019-10-10,20.0
18,2019-10-10,55.0
29,2019-10-11,20.0
54,2019-10-13,55.0
33,2019-10-15,55.0
55,2019-10-15,20.0
56,2019-10-15,55.0
72,2019-10-15,55.0
35,2019-10-16,20.0
20,2019-10-17,20.0
36,2019-10-17,55.0
5,2019-10-18,20.0
38,2019-10-18,55.0
6,2019-10-19,20.0
7,2019-10-20,20.0
21,2019-10-20,55.0
39,2019-10-20,20.0
73,2019-10-20,55.0
58,2019-10-22,55.0
9,2019-10-23,20.0
22,2019-10-23,55.0
23,2019-10-24,55.0
59,2019-10-24,55.0
60,2019-10-24,20.0
10,2019-10-25,55.0
41,2019-10-25,20.0
74,2019-10-25,20.0
24,2019-10-27,20.0
42,2019-10-27,20.0
25,2019-10-28,20.0
61,2019-10-28,55.0
11,2019-10-29,55.0
26,2019-10-29,55.0
76,2019-10-29,55.0
77,2019-10-29,55.0
44,2019-10-30,55.0
62,2019-10-30,55.0
63,2019-10-30,55.0
2,2019-10-31,-5669.44
3,2019-10-31,-5795.1
4,2019-10-31,-3591.87
8,2019-10-31,-3591.87
12,2019-10-31,-1580.65
15,2019-10-31,-1731.19
16,2019-10-31,-5795.1
19,2019-10-31,-1731.19
30,2019-10-31,-1806.46
31,2019-10-31,-2115.83
32,2019-10-31,-3041.5
34,2019-10-31,-4478.49
37,2019-10-31,-4047.69
40,2019-10-31,-3591.87
43,2019-10-31,-3570.46
45,2019-10-31,55.0
47,2019-10-31,-3041.5
49,2019-10-31,-1354.84
51,2019-10-31,-1731.19
52,2019-10-31,-2115.83
53,2019-10-31,-1731.19
57,2019-10-31,-1957.0
64,2019-10-31,-5422.94
70,2019-10-31,-4190.46
71,2019-10-31,-4031.37
75,2019-10-31,-528.96
27,2019-11-02,55.0
46,2019-11-02,55.0
78,2019-11-02,20.0
65,2019-11-03,20.0
66,2019-11-03,55.0
48,2019-11-05,20.0
67,2019-11-05,55.0
0,2019-11-06,20.0
13,2019-11-06,55.0
79,2019-11-06,55.0
28,2019-11-07,55.0
81,2019-11-07,55.0
14,2019-11-08,20.0
50,2019-11-08,20.0
68,2019-11-08,20.0
69,2019-11-08,20.0
1,2019-11-09,55.0
82,2019-11-09,20.0
17,2019-11-10,20.0
18,2019-11-10,55.0
29,2019-11-11,20.0
54,2019-11-13,55.0
85,2019-11-13,20.0
33,2019-11-15,55.0
55,2019-11-15,20.0
56,2019-11-15,55.0
72,2019-11-15,55.0
35,2019-11-16,20.0
20,2019-11-17,20.0
36,2019-11-17,55.0
5,2019-11-18,20.0
38,2019-11-18,55.0
88,2019-11-18,20.0
6,2019-11-19,20.0
7,2019-11-20,20.0
21,2019-11-20,55.0
39,2019-11-20,20.0
73,2019-11-20,55.0
89,2019-11-20,55.0
58,2019-11-22,55.0
90,2019-11-22,55.0
9,2019-11-23,20.0
22,2019-11-23,55.0
23,2019-11-24,55.0
59,2019-11-24,55.0
60,2019-11-24,20.0
10,2019-11-25,55.0
41,2019-11-25,20.0
74,2019-11-25,20.0
91,2019-11-25,20.0
24,2019-11-27,20.0
42,2019-11-27,20.0
25,2019-11-28,20.0
61,2019-11-28,55.0
92,2019-11-28,20.0
93,2019-11-28,20.0
2,2019-11-29,-5669.44
3,2019-11-29,-5795.1
4,2019-11-29,-3591.87
8,2019-11-29,-3591.87
11,2019-11-29,55.0
15,2019-11-29,-1731.19
16,2019-11-29,-5795.1
19,2019-11-29,-1731.19
26,2019-11-29,55.0
30,2019-11-29,-1731.19
31,2019-11-29,-3041.5
32,2019-11-29,-2462.17
34,2019-11-29,-4478.49
37,2019-11-29,-4047.69
40,2019-11-29,-3591.87
43,2019-11-29,-3041.5
47,2019-11-29,-3041.5
49,2019-11-29,-1731.19
51,2019-11-29,-1731.19
52,2019-11-29,-3041.5
53,2019-11-29,-1236.56
57,2019-11-29,-1319.0
64,2019-11-29,-6209.39
70,2019-11-29,-6479.36
71,2019-11-29,-5795.1
75,2019-11-29,-3041.5
77,2019-11-29,55.0
80,2019-11-29,-2462.17
83,2019-11-29,-2172.5
84,2019-11-29,-2394.58
86,2019-11-29,-1882.83
87,2019-11-29,-1738.0
94,2019-11-29,-342.08
95,2019-11-29,20.0
44,2019-11-30,55.0
45,2019-11-30,55.0
62,2019-11-30,55.0
63,2019-11-30,55.0
96,2019-11-30,20.0
27,2019-12-02,55.0
46,2019-12-02,55.0
78,2019-12-02,20.0
65,2019-12-03,20.0
66,2019-12-03,55.0
48,2019-12-05,20.0
67,2019-12-05,55.0
99,2019-12-05,20.0
101,2019-12-05,55.0
0,2019-12-06,20.0
13,2019-12-06,55.0
79,2019-12-06,55.0
102,2019-12-06,20.0
28,2019-12-07,55.0
81,2019-12-07,55.0
14,2019-12-08,20.0
50,2019-12-08,20.0
68,2019-12-08,20.0
69,2019-12-08,20.0
1,2019-12-09,55.0
82,2019-12-09,20.0
17,2019-12-10,20.0
18,2019-12-10,55.0
29,2019-12-11,20.0
104,2019-12-12,55.0
54,2019-12-13,55.0
85,2019-12-13,20.0
107,2019-12-14,55.0
33,2019-12-15,55.0
55,2019-12-15,20.0
56,2019-12-15,55.0
72,2019-12-15,55.0
35,2019-12-16,20.0
20,2019-12-17,20.0
36,2019-12-17,55.0
5,2019-12-18,20.0
38,2019-12-18,55.0
88,2019-12-18,20.0
108,2019-12-18,20.0
6,2019-12-19,20.0
109,2019-12-19,55.0
7,2019-12-20,20.0
21,2019-12-20,55.0
39,2019-12-20,20.0
73,2019-12-20,55.0
89,2019-12-20,55.0
58,2019-12-22,55.0
90,2019-12-22,55.0
9,2019-12-23,20.0
22,2019-12-23,55.0
23,2019-12-24,55.0
59,2019-12-24,55.0
60,2019-12-24,20.0
110,2019-12-24,20.0
10,2019-12-25,55.0
41,2019-12-25,20.0
74,2019-12-25,20.0
91,2019-12-25,20.0
111,2019-12-25,20.0
24,2019-12-27,20.0
42,2019-12-27,20.0
25,2019-12-28,20.0
61,2019-12-28,55.0
92,2019-12-28,20.0
93,2019-12-28,20.0
11,2019-12-29,55.0
26,2019-12-29,55.0
77,2019-12-29,55.0
95,2019-12-29,20.0
113,2019-12-29,55.0
44,2019-12-30,55.0
62,2019-12-30,55.0
63,2019-12-30,55.0
96,2019-12-30,20.0
2,2019-12-31,-6692.55
3,2019-12-31,-4464.62
4,2019-12-31,-3841.87
8,2019-12-31,-2699.0
15,2019-12-31,-1981.19
16,2019-12-31,-5518.27
19,2019-12-31,-1981.19
30,2019-12-31,-1981.19
31,2019-12-31,-3291.5
32,2019-12-31,-3291.5
34,2019-12-31,-4728.49
37,2019-12-31,-3193.77
40,2019-12-31,-2699.0
43,2019-12-31,-3291.5
45,2019-12-31,55.0
47,2019-12-31,-3291.5
49,2019-12-31,-1981.19
51,2019-12-31,-2217.26
52,2019-12-31,-3291.5
53,2019-12-31,-1981.19
57,2019-12-31,-2138.57
64,2019-12-31,-5919.44
70,2019-12-31,-5919.44
71,2019-12-31,-6045.1
75,2019-12-31,-3291.5
80,2019-12-31,-3291.5
83,2019-12-31,-3706.25
84,2019-12-31,-3102.07
86,2019-12-31,-3291.5
87,2019-12-31,-3429.75
94,2019-12-31,-3841.87
97,2019-12-31,-2765.0
98,2019-12-31,-4071.35
100,2019-12-31,-3495.73
103,2019-12-31,-2212.0
105,2019-12-31,-3424.38
106,2019-12-31,-2122.47
112,2019-12-31,-553.0
27,2020-01-02,55.0
46,2020-01-02,55.0
78,2020-01-02,20.0
114,2020-01-02,20.0
65,2020-01-03,20.0
66,2020-01-03,55.0
48,2020-01-05,20.0
67,2020-01-05,55.0
99,2020-01-05,20.0
101,2020-01-05,55.0
13,2020-01-06,55.0
79,2020-01-06,55.0
102,2020-01-06,20.0
28,2020-01-07,55.0
81,2020-01-07,55.0
14,2020-01-08,20.0
50,2020-01-08,20.0
68,2020-01-08,20.0
69,2020-01-08,20.0
115,2020-01-08,55.0
1,2020-01-09,55.0
82,2020-01-09,20.0
17,2020-01-10,20.0
18,2020-01-10,55.0
29,2020-01-11,20.0
104,2020-01-12,55.0
117,2020-01-12,55.0
118,2020-01-12,55.0
54,2020-01-13,55.0
85,2020-01-13,20.0
119,2020-01-13,55.0
120,2020-01-13,20.0
107,2020-01-14,55.0
121,2020-01-14,20.0
33,2020-01-15,55.0
55,2020-01-15,20.0
56,2020-01-15,55.0
72,2020-01-15,55.0
35,2020-01-16,20.0
123,2020-01-16,55.0
20,2020-01-17,20.0
36,2020-01-17,55.0
124,2020-01-17,55.0
5,2020-01-18,20.0
38,2020-01-18,55.0
88,2020-01-18,20.0
108,2020-01-18,20.0
6,2020-01-19,20.0
109,2020-01-19,55.0
7,2020-01-20,20.0
21,2020-01-20,55.0
39,2020-01-20,20.0
73,2020-01-20,55.0
89,2020-01-20,55.0
58,2020-01-22,55.0
90,2020-01-22,55.0
9,2020-01-23,20.0
22,2020-01-23,55.0
23,2020-01-24,55.0
59,2020-01-24,55.0
60,2020-01-24,20.0
110,2020-01-24,20.0
10,2020-01-25,55.0
41,2020-01-25,20.0
74,2020-01-25,20.0
91,2020-01-25,20.0
111,2020-01-25,20.0
24,2020-01-27,20.0
42,2020-01-27,20.0
25,2020-01-28,20.0
61,2020-01-28,55.0
92,2020-01-28,20.0
93,2020-01-28,20.0
11,2020-01-29,55.0
26,2020-01-29,55.0
77,2020-01-29,55.0
95,2020-01-29,20.0
113,2020-01-29,55.0
44,2020-01-30,55.0
62,2020-01-30,55.0
63,2020-01-30,55.0
96,2020-01-30,20.0
2,2020-01-31,-5389.87
3,2020-01-31,-6092.02
4,2020-01-31,-3794.73
8,2020-01-31,-3794.73
15,2020-01-31,-1674.34
16,2020-01-31,-6092.02
19,2020-01-31,-1925.49
30,2020-01-31,-2009.21
31,2020-01-31,-3249.08
32,2020-01-31,-3249.08
34,2020-01-31,-4663.66
37,2020-01-31,-4172.14
40,2020-01-31,-3794.73
43,2020-01-31,-3672.87
45,2020-01-31,55.0
47,2020-01-31,-3249.08
49,2020-01-31,-1925.49
51,2020-01-31,-1925.49
52,2020-01-31,-3249.08
53,2020-01-31,-1925.49
57,2020-01-31,-1925.49
64,2020-01-31,-5646.53
70,2020-01-31,-5903.19
71,2020-01-31,-6092.02
75,2020-01-31,-3249.08
80,2020-01-31,-3672.87
83,2020-01-31,-3249.08
86,2020-01-31,-2966.55
87,2020-01-31,-141.26
94,2020-01-31,-3794.73
97,2020-01-31,-3249.08
98,2020-01-31,-4663.66
100,2020-01-31,-4172.14
103,2020-01-31,-2684.02
105,2020-01-31,-6092.02
106,2020-01-31,-3794.73
112,2020-01-31,-2542.76
116,2020-01-31,-1423.19
122,2020-01-31,-1836.44
125,2020-01-31,-837.17
126,2020-01-31,-1419.37
127,2020-01-31,20.0
27,2020-02-02,55.0
46,2020-02-02,55.0
78,2020-02-02,20.0
114,2020-02-02,20.0
65,2020-02-03,20.0
66,2020-02-03,55.0
48,2020-02-05,20.0
67,2020-02-05,55.0
99,2020-02-05,20.0
101,2020-02-05,55.0
13,2020-02-06,55.0
79,2020-02-06,55.0
102,2020-02-06,20.0
28,2020-02-07,55.0
81,2020-02-07,55.0
131,2020-02-07,20.0
14,2020-02-08,20.0
50,2020-02-08,20.0
68,2020-02-08,20.0
69,2020-02-08,20.0
115,2020-02-08,55.0
1,2020-02-09,55.0
82,2020-02-09,20.0
17,2020-02-10,20.0
18,2020-02-10,55.0
29,2020-02-11,20.0
104,2020-02-12,55.0
117,2020-02-12,55.0
118,2020-02-12,55.0
54,2020-02-13,55.0
85,2020-02-13,20.0
119,2020-02-13,55.0
120,2020-02-13,20.0
107,2020-02-14,55.0
121,2020-02-14,20.0
33,2020-02-15,55.0
55,2020-02-15,20.0
56,2020-02-15,55.0
72,2020-02-15,55.0
35,2020-02-16,20.0
123,2020-02-16,55.0
20,2020-02-17,20.0
36,2020-02-17,55.0
124,2020-02-17,55.0
136,2020-02-17,20.0
137,2020-02-17,20.0
5,2020-02-18,20.0
38,2020-02-18,55.0
88,2020-02-18,20.0
108,2020-02-18,20.0
138,2020-02-18,55.0
6,2020-02-19,20.0
109,2020-02-19,55.0
7,2020-02-20,20.0
21,2020-02-20,55.0
39,2020-02-20,20.0
73,2020-02-20,55.0
89,2020-02-20,55.0
140,2020-02-21,55.0
58,2020-02-22,55.0
90,2020-02-22,55.0
9,2020-02-23,20.0
22,2020-02-23,55.0
23,2020-02-24,55.0
59,2020-02-24,55.0
60,2020-02-24,20.0
110,2020-02-24,20.0
10,2020-02-25,55.0
41,2020-02-25,20.0
74,2020-02-25,20.0
91,2020-02-25,20.0
111,2020-02-25,20.0
141,2020-02-25,20.0
142,2020-02-25,55.0
24,2020-02-27,20.0
42,2020-02-27,20.0
143,2020-02-27,20.0
144,2020-02-27,20.0
2,2020-02-28,-5903.19
3,2020-02-28,-6092.02
4,2020-02-28,-3794.73
8,2020-02-28,-3794.73
15,2020-02-28,-1925.49
16,2020-02-28,-3959.81
19,2020-02-28,-1347.84
25,2020-02-28,20.0
30,2020-02-28,-1925.49
31,2020-02-28,-3736.44
32,2020-02-28,-3249.08
34,2020-02-28,-4896.84
37,2020-02-28,-4172.14
40,2020-02-28,-2656.31
43,2020-02-28,-3249.08
47,2020-02-28,-2599.26
49,2020-02-28,-1925.49
51,2020-02-28,-1925.49
52,2020-02-28,-3411.53
53,2020-02-28,-1925.49
57,2020-02-28,-1925.49
61,2020-02-28,55.0
64,2020-02-28,-5903.19
70,2020-02-28,-5903.19
71,2020-02-28,-4873.62
75,2020-02-28,-3573.99
80,2020-02-28,-2924.17
83,2020-02-28,-3249.08
86,2020-02-28,-3249.08
92,2020-02-28,20.0
93,2020-02-28,20.0
94,2020-02-28,-3035.78
97,2020-02-28,-3249.08
98,2020-02-28,-3264.56
100,2020-02-28,-4172.14
103,2020-02-28,-3086.63
105,2020-02-28,-6092.02
106,2020-02-28,-3794.73
112,2020-02-28,-3249.08
116,2020-02-28,-1925.49
122,2020-02-28,-3249.08
125,2020-02-28,-1925.49
126,2020-02-28,-4663.66
128,2020-02-28,-3794.73
129,2020-02-28,-1829.22
130,2020-02-28,-5482.82
132,2020-02-28,-2599.26
133,2020-02-28,-2436.81
134,2020-02-28,-3246.75
135,2020-02-28,-1897.37
139,2020-02-28,-866.47
11,2020-02-29,55.0
26,2020-02-29,55.0
44,2020-02-29,55.0
45,2020-02-29,55.0
62,2020-02-29,55.0
63,2020-02-29,55.0
77,2020-02-29,55.0
95,2020-02-29,20.0
96,2020-02-29,20.0
113,2020-02-29,55.0
127,2020-02-29,20.0
145,2020-02-29,55.0
27,2020-03-02,55.0
46,2020-03-02,55.0
78,2020-03-02,20.0
114,2020-03-02,20.0
65,2020-03-03,20.0
66,2020-03-03,55.0
147,2020-03-04,20.0
148,2020-03-04,20.0
149,2020-03-04,55.0
48,2020-03-05,20.0
67,2020-03-05,55.0
99,2020-03-05,20.0
101,2020-03-05,55.0
13,2020-03-06,55.0
79,2020-03-06,55.0
102,2020-03-06,20.0
28,2020-03-07,55.0
81,2020-03-07,55.0
131,2020-03-07,20.0
14,2020-03-08,20.0
50,2020-03-08,20.0
68,2020-03-08,20.0
69,2020-03-08,20.0
115,2020-03-08,55.0
82,2020-03-09,20.0
151,2020-03-09,20.0
17,2020-03-10,20.0
18,2020-03-10,55.0
29,2020-03-11,20.0
152,2020-03-11,20.0
104,2020-03-12,55.0
117,2020-03-12,55.0
118,2020-03-12,55.0
54,2020-03-13,55.0
85,2020-03-13,20.0
119,2020-03-13,55.0
120,2020-03-13,20.0
107,2020-03-14,55.0
121,2020-03-14,20.0
153,2020-03-14,20.0
33,2020-03-15,55.0
55,2020-03-15,20.0
56,2020-03-15,55.0
72,2020-03-15,55.0
35,2020-03-16,20.0
123,2020-03-16,55.0
154,2020-03-16,20.0
20,2020-03-17,20.0
36,2020-03-17,55.0
124,2020-03-17,55.0
136,2020-03-17,20.0
137,2020-03-17,20.0
155,2020-03-17,55.0
156,2020-03-17,20.0
157,2020-03-17,20.0
5,2020-03-18,20.0
38,2020-03-18,55.0
88,2020-03-18,20.0
108,2020-03-18,20.0
138,2020-03-18,55.0
159,2020-03-18,55.0
6,2020-03-19,20.0
109,2020-03-19,55.0
7,2020-03-20,20.0
21,2020-03-20,55.0
39,2020-03-20,20.0
73,2020-03-20,55.0
89,2020-03-20,55.0
140,2020-03-21,55.0
163,2020-03-21,20.0
58,2020-03-22,55.0
90,2020-03-22,55.0
9,2020-03-23,20.0
22,2020-03-23,55.0
23,2020-03-24,55.0
59,2020-03-24,55.0
60,2020-03-24,20.0
110,2020-03-24,20.0
164,2020-03-24,55.0
10,2020-03-25,55.0
41,2020-03-25,20.0
74,2020-03-25,20.0
91,2020-03-25,20.0
111,2020-03-25,20.0
141,2020-03-25,20.0
142,2020-03-25,55.0
166,2020-03-26,20.0
24,2020-03-27,20.0
42,2020-03-27,20.0
143,2020-03-27,20.0
144,2020-03-27,20.0
168,2020-03-27,20.0
169,2020-03-27,55.0
25,2020-03-28,20.0
61,2020-03-28,55.0
92,2020-03-28,20.0
93,2020-03-28,20.0
11,2020-03-29,55.0
26,2020-03-29,55.0
77,2020-03-29,55.0
95,2020-03-29,20.0
113,2020-03-29,55.0
145,2020-03-29,55.0
172,2020-03-29,55.0
44,2020-03-30,55.0
62,2020-03-30,55.0
63,2020-03-30,55.0
96,2020-03-30,20.0
173,2020-03-30,20.0
2,2020-03-31,-4293.23
3,2020-03-31,-6092.02
4,2020-03-31,-3794.73
8,2020-03-31,-3277.27
15,2020-03-31,-1925.49
16,2020-03-31,-4707.47
19,2020-03-31,-1925.49
30,2020-03-31,-1925.49
31,2020-03-31,-2510.65
32,2020-03-31,-3544.45
34,2020-03-31,-4663.66
37,2020-03-31,-4172.14
40,2020-03-31,-2587.32
43,2020-03-31,-3249.08
45,2020-03-31,55.0
49,2020-03-31,-1925.49
51,2020-03-31,-1750.45
52,2020-03-31,-2658.34
53,2020-03-31,-2013.01
57,2020-03-31,-1925.49
64,2020-03-31,-6171.52
70,2020-03-31,-4293.23
71,2020-03-31,-6092.02
75,2020-03-31,-2362.97
80,2020-03-31,-3249.08
83,2020-03-31,-2806.02
86,2020-03-31,-3249.08
94,2020-03-31,-3794.73
97,2020-03-31,-3249.08
98,2020-03-31,-5511.6
100,2020-03-31,-4172.14
103,2020-03-31,-3249.08
105,2020-03-31,-6092.02
106,2020-03-31,-3794.73
112,2020-03-31,-3249.08
116,2020-03-31,-2013.01
122,2020-03-31,-3249.08
125,2020-03-31,-1925.49
126,2020-03-31,-4663.66
127,2020-03-31,20.0
128,2020-03-31,-3794.73
129,2020-03-31,-2188.06
130,2020-03-31,-6092.02
132,2020-03-31,-3249.08
133,2020-03-31,-3249.08
134,2020-03-31,-5903.19
135,2020-03-31,-3794.73
139,2020-03-31,-2275.58
146,2020-03-31,-3249.08
150,2020-03-31,-1750.45
158,2020-03-31,-1476.85
160,2020-03-31,-875.22
161,2020-03-31,-787.7
162,2020-03-31,-1552.39
165,2020-03-31,-1059.92
167,2020-03-31,-590.74
170,2020-03-31,-443.06
171,2020-03-31,-379.29
27,2020-04-02,55.0
46,2020-04-02,55.0
78,2020-04-02,20.0
114,2020-04-02,20.0
65,2020-04-03,20.0
66,2020-04-03,55.0
147,2020-04-04,20.0
149,2020-04-04,55.0
48,2020-04-05,20.0
67,2020-04-05,55.0
99,2020-04-05,20.0
101,2020-04-05,55.0
13,2020-04-06,55.0
79,2020-04-06,55.0
102,2020-04-06,20.0
174,2020-04-06,20.0
28,2020-04-07,55.0
81,2020-04-07,55.0
131,2020-04-07,20.0
14,2020-04-08,20.0
50,2020-04-08,20.0
68,2020-04-08,20.0
69,2020-04-08,20.0
115,2020-04-08,55.0
82,2020-04-09,20.0
151,2020-04-09,20.0
175,2020-04-09,20.0
17,2020-04-10,20.0
18,2020-04-10,55.0
29,2020-04-11,20.0
152,2020-04-11,20.0
104,2020-04-12,55.0
117,2020-04-12,55.0
118,2020-04-12,55.0
176,2020-04-12,20.0
54,2020-04-13,55.0
85,2020-04-13,20.0
119,2020-04-13,55.0
120,2020-04-13,20.0
177,2020-04-13,55.0
107,2020-04-14,55.0
121,2020-04-14,20.0
153,2020-04-14,20.0
178,2020-04-14,20.0
179,2020-04-14,55.0
33,2020-04-15,55.0
55,2020-04-15,20.0
56,2020-04-15,55.0
72,2020-04-15,55.0
35,2020-04-16,20.0
123,2020-04-16,55.0
154,2020-04-16,20.0
180,2020-04-16,20.0
20,2020-04-17,20.0
36,2020-04-17,55.0
124,2020-04-17,55.0
136,2020-04-17,20.0
137,2020-04-17,20.0
155,2020-04-17,55.0
156,2020-04-17,20.0
157,2020-04-17,20.0
5,2020-04-18,20.0
38,2020-04-18,55.0
88,2020-04-18,20.0
108,2020-04-18,20.0
138,2020-04-18,55.0
159,2020-04-18,55.0
6,2020-04-19,20.0
109,2020-04-19,55.0
7,2020-04-20,20.0
21,2020-04-20,55.0
39,2020-04-20,20.0
73,2020-04-20,55.0
89,2020-04-20,55.0
140,2020-04-21,55.0
163,2020-04-21,20.0
58,2020-04-22,55.0
90,2020-04-22,55.0
9,2020-04-23,20.0
22,2020-04-23,55.0
23,2020-04-24,55.0
59,2020-04-24,55.0
60,2020-04-24,20.0
110,2020-04-24,20.0
164,2020-04-24,55.0
10,2020-04-25,55.0
41,2020-04-25,20.0
74,2020-04-25,20.0
91,2020-04-25,20.0
111,2020-04-25,20.0
141,2020-04-25,20.0
142,2020-04-25,55.0
166,2020-04-26,20.0
24,2020-04-27,20.0
42,2020-04-27,20.0
143,2020-04-27,20.0
144,2020-04-27,20.0
168,2020-04-27,20.0
169,2020-04-27,55.0
25,2020-04-28,20.0
61,2020-04-28,55.0
92,2020-04-28,20.0
93,2020-04-28,20.0
11,2020-04-29,55.0
26,2020-04-29,55.0
77,2020-04-29,55.0
95,2020-04-29,20.0
113,2020-04-29,55.0
145,2020-04-29,55.0
172,2020-04-29,55.0
2,2020-04-30,-5903.19
3,2020-04-30,-6092.02
4,2020-04-30,-3794.73
8,2020-04-30,-3794.73
15,2020-04-30,-1925.49
19,2020-04-30,-1925.49
30,2020-04-30,-1925.49
31,2020-04-30,-3249.08
32,2020-04-30,-3839.82
34,2020-04-30,-4663.66
37,2020-04-30,-4172.14
40,2020-04-30,-3794.73
43,2020-04-30,-3249.08
44,2020-04-30,55.0
45,2020-04-30,55.0
49,2020-04-30,-1925.49
51,2020-04-30,-1837.97
53,2020-04-30,-1925.49
57,2020-04-30,-1925.49
62,2020-04-30,55.0
63,2020-04-30,55.0
64,2020-04-30,-5903.19
70,2020-04-30,-5903.19
71,2020-04-30,-6092.02
75,2020-04-30,-3249.08
80,2020-04-30,-3249.08
83,2020-04-30,-3249.08
86,2020-04-30,-3249.08
94,2020-04-30,-3794.73
96,2020-04-30,20.0
97,2020-04-30,-3249.08
98,2020-04-30,-4663.66
100,2020-04-30,-4172.14
103,2020-04-30,-3249.08
105,2020-04-30,-6092.02
106,2020-04-30,-3794.73
112,2020-04-30,-3249.08
116,2020-04-30,-1925.49
122,2020-04-30,-1033.8
125,2020-04-30,-1925.49
126,2020-04-30,-4663.66
127,2020-04-30,20.0
128,2020-04-30,-3794.73
129,2020-04-30,-1925.49
130,2020-04-30,-6092.02
132,2020-04-30,-3249.08
133,2020-04-30,-3249.08
134,2020-04-30,-5366.54
135,2020-04-30,-3794.73
