person_id,date,position
245,2020-10-10,second
74,2020-10-10,skip
251,2020-10-10,vice
25,2020-10-10,lead
124,2020-10-14,skip
227,2020-10-14,second
119,2020-10-14,lead
202,2020-10-14,vice
211,2020-10-16,vice
131,2020-10-16,skip
137,2020-10-16,second
174,2020-10-16,lead
131,2020-10-17,second
211,2020-10-17,vice
137,2020-10-17,lead
174,2020-10-17,skip
188,2020-10-19,skip
173,2020-10-19,second
178,2020-10-19,lead
120,2020-10-19,vice
176,2020-10-21,skip
24,2020-10-21,vice
82,2020-10-21,second
95,2020-10-21,lead
144,2020-10-22,skip
156,2020-10-22,lead
127,2020-10-22,lead
60,2020-10-22,second
48,2020-10-22,skip
50,2020-10-22,vice
111,2020-10-22,second
151,2020-10-22,vice
127,2020-10-23,vice
111,2020-10-23,skip
144,2020-10-23,second
151,2020-10-23,lead
27,2020-10-24,skip
182,2020-10-24,vice
38,2020-10-24,second
115,2020-10-24,lead
174,2020-10-29,vice
211,2020-10-29,lead
254,2020-10-29,second
74,2020-10-29,lead
14,2020-10-29,skip
102,2020-10-29,skip
217,2020-10-29,skip
136,2020-10-29,lead
131,2020-10-29,skip
147,2020-10-29,second
157,2020-10-29,vice
121,2020-10-29,vice
215,2020-10-29,lead
191,2020-10-29,vice
25,2020-10-29,second
137,2020-10-29,second
90,2020-10-31,skip
233,2020-10-31,vice
231,2020-10-31,skip
58,2020-10-31,lead
260,2020-10-31,lead
107,2020-10-31,second
77,2020-10-31,second
192,2020-10-31,vice
54,2020-11-03,skip
62,2020-11-03,skip
67,2020-11-03,second
210,2020-11-03,lead
219,2020-11-03,lead
197,2020-11-03,second
234,2020-11-03,vice
56,2020-11-03,vice
117,2020-11-04,skip
33,2020-11-04,vice
63,2020-11-04,lead
79,2020-11-04,second
226,2020-11-05,lead
222,2020-11-05,lead
201,2020-11-05,skip
118,2020-11-05,skip
247,2020-11-05,vice
228,2020-11-05,vice
207,2020-11-05,second
104,2020-11-05,second
234,2020-11-06,vice
155,2020-11-06,vice
145,2020-11-06,second
142,2020-11-06,skip
197,2020-11-06,lead
205,2020-11-06,skip
13,2020-11-06,second
267,2020-11-06,lead
234,2020-11-10,second
145,2020-11-10,skip
10,2020-11-10,lead
138,2020-11-10,vice
241,2020-11-11,vice
102,2020-11-11,lead
254,2020-11-11,skip
14,2020-11-11,second
147,2020-11-11,skip
136,2020-11-11,vice
114,2020-11-11,lead
215,2020-11-11,second
77,2020-11-13,vice
179,2020-11-13,second
90,2020-11-13,lead
260,2020-11-13,skip
256,2020-11-14,skip
164,2020-11-14,lead
224,2020-11-14,vice
26,2020-11-14,lead
140,2020-11-14,second
221,2020-11-14,vice
272,2020-11-14,second
109,2020-11-14,skip
260,2020-11-17,lead
179,2020-11-17,vice
77,2020-11-17,skip
233,2020-11-17,second
273,2020-11-20,second
113,2020-11-20,lead
149,2020-11-20,skip
269,2020-11-20,second
157,2020-11-20,skip
277,2020-11-20,vice
74,2020-11-20,lead
190,2020-11-20,vice
177,2020-11-26,vice
101,2020-11-26,skip
232,2020-11-26,second
258,2020-11-26,lead
210,2020-11-27,vice
183,2020-11-27,skip
123,2020-11-27,vice
197,2020-11-27,second
138,2020-11-27,lead
62,2020-11-27,skip
117,2020-11-27,second
63,2020-11-27,lead
272,2020-11-28,vice
251,2020-11-28,vice
72,2020-11-28,vice
269,2020-11-28,lead
228,2020-11-28,vice
224,2020-11-28,second
222,2020-11-28,lead
173,2020-11-28,vice
96,2020-11-28,second
183,2020-11-28,vice
79,2020-11-28,lead
259,2020-11-28,second
63,2020-11-28,second
118,2020-11-28,skip
26,2020-11-28,lead
185,2020-11-28,lead
249,2020-11-28,second
123,2020-11-28,skip
277,2020-11-28,second
188,2020-11-28,skip
157,2020-11-28,skip
120,2020-11-28,lead
159,2020-11-28,skip
256,2020-11-28,skip
101,2020-11-29,skip
192,2020-11-29,lead
107,2020-11-29,skip
58,2020-11-29,second
177,2020-11-29,vice
231,2020-11-29,vice
232,2020-11-29,lead
258,2020-11-29,second
117,2020-11-30,vice
79,2020-11-30,skip
121,2020-11-30,skip
63,2020-11-30,second
183,2020-11-30,lead
147,2020-11-30,vice
215,2020-11-30,second
241,2020-11-30,lead
247,2020-12-03,second
226,2020-12-03,vice
201,2020-12-03,skip
104,2020-12-03,lead
109,2020-12-05,vice
164,2020-12-05,skip
140,2020-12-05,lead
221,2020-12-05,second
219,2020-12-06,lead
56,2020-12-06,second
67,2020-12-06,vice
73,2020-12-06,skip
256,2020-12-08,lead
140,2020-12-08,second
221,2020-12-08,lead
224,2020-12-08,skip
272,2020-12-08,vice
109,2020-12-08,vice
36,2020-12-08,skip
26,2020-12-08,second
26,2020-12-11,lead
115,2020-12-11,lead
272,2020-12-11,second
151,2020-12-11,second
218,2020-12-11,second
127,2020-12-11,skip
211,2020-12-11,vice
111,2020-12-11,vice
144,2020-12-11,lead
38,2020-12-11,lead
174,2020-12-11,lead
137,2020-12-11,skip
131,2020-12-11,second
224,2020-12-11,skip
182,2020-12-11,skip
38,2020-12-11,skip
218,2020-12-11,second
115,2020-12-11,vice
182,2020-12-11,vice
256,2020-12-11,vice
46,2020-12-23,second
117,2020-12-23,second
109,2020-12-23,lead
183,2020-12-23,lead
36,2020-12-23,vice
63,2020-12-23,vice
79,2020-12-23,skip
140,2020-12-23,skip
231,2020-12-24,skip
192,2020-12-24,second
107,2020-12-24,lead
285,2020-12-24,vice
256,2020-12-25,vice
272,2020-12-25,lead
26,2020-12-25,skip
224,2020-12-25,second
27,2020-12-27,vice
218,2020-12-27,second
182,2020-12-27,skip
115,2020-12-27,lead
164,2020-12-30,lead
109,2020-12-30,second
36,2020-12-30,vice
221,2020-12-30,skip
67,2020-12-31,skip
219,2020-12-31,lead
73,2020-12-31,second
56,2020-12-31,vice
192,2021-01-01,second
231,2021-01-01,skip
107,2021-01-01,lead
285,2021-01-01,vice
218,2021-01-03,vice
27,2021-01-03,second
115,2021-01-03,lead
182,2021-01-03,skip
82,2021-01-05,skip
96,2021-01-05,lead
95,2021-01-05,lead
24,2021-01-05,second
120,2021-01-05,skip
178,2021-01-05,second
176,2021-01-05,vice
173,2021-01-05,vice
272,2021-01-07,vice
26,2021-01-07,second
256,2021-01-07,lead
224,2021-01-07,skip
111,2021-01-10,skip
191,2021-01-10,vice
14,2021-01-10,skip
144,2021-01-10,second
166,2021-01-10,second
127,2021-01-10,vice
114,2021-01-10,lead
151,2021-01-10,lead
63,2021-01-12,second
117,2021-01-12,lead
183,2021-01-12,skip
123,2021-01-12,vice
257,2021-01-14,lead
202,2021-01-14,vice
11,2021-01-14,lead
235,2021-01-14,skip
279,2021-01-14,vice
44,2021-01-14,second
227,2021-01-14,second
119,2021-01-14,skip
176,2021-01-15,lead
82,2021-01-15,vice
95,2021-01-15,second
24,2021-01-15,skip
63,2021-01-17,skip
117,2021-01-17,vice
79,2021-01-17,lead
183,2021-01-17,second
131,2021-01-18,lead
192,2021-01-18,vice
231,2021-01-18,second
286,2021-01-18,skip
174,2021-01-18,second
77,2021-01-18,vice
233,2021-01-18,skip
260,2021-01-18,second
58,2021-01-18,lead
137,2021-01-18,vice
280,2021-01-18,lead
285,2021-01-18,skip
226,2021-01-19,second
104,2021-01-19,vice
201,2021-01-19,lead
247,2021-01-19,skip
226,2021-01-20,second
114,2021-01-20,skip
247,2021-01-20,vice
104,2021-01-20,skip
136,2021-01-20,vice
14,2021-01-20,lead
254,2021-01-20,second
201,2021-01-20,lead
219,2021-01-21,skip
137,2021-01-21,vice
73,2021-01-21,second
56,2021-01-21,vice
286,2021-01-21,lead
131,2021-01-21,skip
174,2021-01-21,second
67,2021-01-21,lead
173,2021-01-22,lead
188,2021-01-22,second
96,2021-01-22,vice
178,2021-01-22,skip
82,2021-01-26,vice
24,2021-01-26,second
176,2021-01-26,lead
177,2021-01-26,lead
232,2021-01-26,skip
101,2021-01-26,vice
258,2021-01-26,second
95,2021-01-26,skip
74,2021-01-28,vice
176,2021-01-28,vice
217,2021-01-28,lead
95,2021-01-28,second
24,2021-01-28,lead
82,2021-01-28,skip
107,2021-01-28,lead
157,2021-01-28,second
192,2021-01-28,second
285,2021-01-28,vice
269,2021-01-28,skip
231,2021-01-28,skip
279,2021-01-29,vice
217,2021-01-29,skip
11,2021-01-29,lead
245,2021-01-29,vice
44,2021-01-29,second
89,2021-01-29,skip
251,2021-01-29,lead
74,2021-01-29,second
194,2021-02-01,skip
304,2021-02-01,second
152,2021-02-01,lead
92,2021-02-01,vice
114,2021-02-08,second
166,2021-02-08,vice
191,2021-02-08,skip
254,2021-02-08,lead
267,2021-02-12,skip
13,2021-02-12,vice
155,2021-02-12,lead
142,2021-02-12,second
178,2021-02-13,skip
188,2021-02-13,vice
120,2021-02-13,lead
96,2021-02-13,second
147,2021-02-15,skip
226,2021-02-15,lead
222,2021-02-15,vice
21,2021-02-15,skip
249,2021-02-15,skip
72,2021-02-15,vice
102,2021-02-15,lead
247,2021-02-15,vice
104,2021-02-15,skip
200,2021-02-15,second
228,2021-02-15,second
308,2021-02-15,vice
185,2021-02-15,skip
259,2021-02-15,lead
118,2021-02-15,lead
121,2021-02-15,second
61,2021-02-15,lead
201,2021-02-15,second
241,2021-02-15,vice
294,2021-02-15,second
164,2021-02-19,lead
140,2021-02-19,skip
46,2021-02-19,second
109,2021-02-19,vice
224,2021-02-20,second
305,2021-02-20,vice
26,2021-02-20,lead
256,2021-02-20,skip
14,2021-02-24,vice
191,2021-02-24,skip
166,2021-02-24,second
136,2021-02-24,lead
26,2021-02-25,skip
272,2021-02-25,second
256,2021-02-25,lead
224,2021-02-25,vice
230,2021-02-26,skip
190,2021-02-26,second
179,2021-02-26,lead
149,2021-02-26,lead
260,2021-02-26,second
280,2021-02-26,vice
113,2021-02-26,vice
77,2021-02-26,skip
286,2021-02-28,second
151,2021-02-28,second
127,2021-02-28,lead
144,2021-02-28,skip
111,2021-02-28,vice
174,2021-02-28,vice
137,2021-02-28,skip
211,2021-02-28,lead
201,2021-03-01,second
61,2021-03-01,second
308,2021-03-01,vice
151,2021-03-01,vice
21,2021-03-01,skip
104,2021-03-01,skip
247,2021-03-01,vice
144,2021-03-01,skip
127,2021-03-01,second
226,2021-03-01,lead
200,2021-03-01,lead
111,2021-03-01,lead
61,2021-03-03,second
192,2021-03-03,vice
107,2021-03-03,skip
58,2021-03-03,lead
200,2021-03-03,lead
21,2021-03-03,skip
231,2021-03-03,second
308,2021-03-03,vice
311,2021-03-04,second
264,2021-03-04,skip
242,2021-03-04,vice
65,2021-03-04,lead
155,2021-03-05,lead
60,2021-03-05,lead
156,2021-03-05,vice
142,2021-03-05,vice
13,2021-03-05,second
267,2021-03-05,skip
48,2021-03-05,skip
50,2021-03-05,second
305,2021-03-06,lead
120,2021-03-06,second
26,2021-03-06,skip
224,2021-03-06,vice
207,2021-03-06,lead
256,2021-03-06,second
96,2021-03-06,lead
178,2021-03-06,vice
285,2021-03-06,skip
287,2021-03-06,skip
312,2021-03-06,second
173,2021-03-06,skip
107,2021-03-06,vice
118,2021-03-06,vice
231,2021-03-06,lead
58,2021-03-06,second
117,2021-03-07,lead
159,2021-03-07,lead
185,2021-03-07,skip
294,2021-03-07,vice
72,2021-03-07,second
63,2021-03-07,second
183,2021-03-07,skip
123,2021-03-07,vice
176,2021-03-08,lead
242,2021-03-08,lead
96,2021-03-08,skip
120,2021-03-08,lead
264,2021-03-08,second
279,2021-03-08,lead
61,2021-03-08,lead
188,2021-03-08,vice
24,2021-03-08,second
65,2021-03-08,skip
178,2021-03-08,second
308,2021-03-08,second
21,2021-03-08,vice
11,2021-03-08,skip
44,2021-03-08,vice
311,2021-03-08,vice
235,2021-03-08,second
82,2021-03-08,skip
200,2021-03-08,skip
95,2021-03-08,vice
166,2021-03-09,lead
191,2021-03-09,vice
127,2021-03-09,second
111,2021-03-09,vice
190,2021-03-09,vice
44,2021-03-09,vice
136,2021-03-09,second
151,2021-03-09,lead
113,2021-03-09,second
14,2021-03-09,skip
273,2021-03-09,lead
144,2021-03-09,skip
45,2021-03-09,lead
89,2021-03-09,second
149,2021-03-09,skip
279,2021-03-09,skip
142,2021-03-11,lead
13,2021-03-11,skip
155,2021-03-11,second
267,2021-03-11,vice
151,2021-03-12,skip
111,2021-03-12,second
144,2021-03-12,vice
127,2021-03-12,lead
235,2021-03-15,skip
11,2021-03-15,second
89,2021-03-15,lead
45,2021-03-15,vice
155,2021-03-17,lead
267,2021-03-17,second
13,2021-03-17,skip
207,2021-03-17,skip
222,2021-03-17,second
142,2021-03-17,vice
249,2021-03-17,vice
287,2021-03-17,lead
63,2021-03-18,second
183,2021-03-18,skip
117,2021-03-18,vice
33,2021-03-18,lead
182,2021-03-19,skip
301,2021-03-19,second
302,2021-03-19,lead
109,2021-03-19,skip
221,2021-03-19,vice
218,2021-03-19,vice
46,2021-03-19,lead
164,2021-03-19,second
72,2021-03-20,second
185,2021-03-20,skip
259,2021-03-20,lead
159,2021-03-20,vice
277,2021-03-21,lead
217,2021-03-21,second
264,2021-03-21,lead
157,2021-03-21,vice
311,2021-03-21,second
242,2021-03-21,skip
65,2021-03-21,vice
9,2021-03-21,skip
9,2021-03-24,skip
277,2021-03-24,lead
245,2021-03-24,vice
74,2021-03-24,second
249,2021-03-25,vice
312,2021-03-25,skip
207,2021-03-25,second
287,2021-03-25,lead
104,2021-03-28,vice
247,2021-03-28,skip
46,2021-03-28,vice
221,2021-03-28,skip
201,2021-03-28,lead
164,2021-03-28,second
226,2021-03-28,second
109,2021-03-28,lead
286,2021-03-29,vice
211,2021-03-29,second
131,2021-03-29,skip
174,2021-03-29,lead
188,2021-03-30,lead
92,2021-03-30,second
194,2021-03-30,lead
304,2021-03-30,skip
117,2021-03-30,vice
152,2021-03-30,vice
140,2021-03-30,lead
123,2021-03-30,second
173,2021-03-30,second
96,2021-03-30,vice
183,2021-03-30,lead
221,2021-03-30,vice
33,2021-03-30,skip
46,2021-03-30,second
109,2021-03-30,skip
178,2021-03-30,skip
182,2021-04-01,skip
294,2021-04-01,vice
159,2021-04-01,skip
218,2021-04-01,lead
185,2021-04-01,lead
72,2021-04-01,second
38,2021-04-01,vice
301,2021-04-01,second
258,2021-04-02,vice
177,2021-04-02,lead
321,2021-04-02,skip
101,2021-04-02,second
82,2021-04-03,second
176,2021-04-03,skip
95,2021-04-03,lead
24,2021-04-03,vice
224,2021-04-06,skip
159,2021-04-06,second
294,2021-04-06,vice
305,2021-04-06,vice
272,2021-04-06,lead
72,2021-04-06,skip
256,2021-04-06,second
259,2021-04-06,lead
308,2021-04-07,lead
319,2021-04-07,skip
21,2021-04-07,vice
323,2021-04-07,second
149,2021-04-08,second
58,2021-04-08,skip
113,2021-04-08,skip
231,2021-04-08,vice
190,2021-04-08,lead
192,2021-04-08,lead
322,2021-04-08,vice
316,2021-04-08,second
311,2021-04-09,lead
192,2021-04-09,skip
65,2021-04-09,second
242,2021-04-09,vice
231,2021-04-09,second
285,2021-04-09,lead
316,2021-04-09,vice
264,2021-04-09,skip
207,2021-04-11,skip
224,2021-04-11,skip
272,2021-04-11,second
264,2021-04-11,lead
311,2021-04-11,second
65,2021-04-11,vice
222,2021-04-11,second
26,2021-04-11,lead
242,2021-04-11,skip
312,2021-04-11,vice
256,2021-04-11,vice
249,2021-04-11,lead
264,2021-04-12,skip
311,2021-04-12,second
242,2021-04-12,lead
65,2021-04-12,vice
241,2021-04-13,vice
147,2021-04-13,second
291,2021-04-13,skip
102,2021-04-13,lead
321,2021-04-17,skip
258,2021-04-17,vice
177,2021-04-17,second
101,2021-04-17,lead
50,2021-04-19,lead
48,2021-04-19,second
156,2021-04-19,skip
198,2021-04-19,vice
137,2021-04-20,second
131,2021-04-20,vice
286,2021-04-20,lead
174,2021-04-20,skip
44,2021-04-22,vice
45,2021-04-22,lead
235,2021-04-22,skip
89,2021-04-22,second
192,2021-04-24,second
316,2021-04-24,lead
285,2021-04-24,skip
273,2021-04-24,lead
113,2021-04-24,skip
322,2021-04-24,vice
107,2021-04-24,vice
149,2021-04-24,second
332,2021-04-25,lead
191,2021-04-25,second
14,2021-04-25,skip
254,2021-04-25,vice
311,2021-04-26,lead
242,2021-04-26,vice
264,2021-04-26,skip
65,2021-04-26,second
48,2021-04-27,lead
50,2021-04-27,vice
156,2021-04-27,skip
60,2021-04-27,second
24,2021-04-28,vice
82,2021-04-28,second
120,2021-04-28,vice
173,2021-04-28,second
176,2021-04-28,lead
95,2021-04-28,skip
178,2021-04-28,skip
188,2021-04-28,lead
147,2021-05-01,skip
215,2021-05-01,vice
121,2021-05-01,lead
291,2021-05-01,second
73,2021-05-02,skip
178,2021-05-02,skip
67,2021-05-02,second
219,2021-05-02,lead
56,2021-05-02,vice
96,2021-05-02,lead
188,2021-05-02,second
120,2021-05-02,vice
73,2021-05-05,second
67,2021-05-05,vice
219,2021-05-05,skip
56,2021-05-05,lead
137,2021-05-06,vice
174,2021-05-06,skip
9,2021-05-06,vice
245,2021-05-06,lead
269,2021-05-06,skip
114,2021-05-06,skip
166,2021-05-06,lead
332,2021-05-06,vice
191,2021-05-06,second
211,2021-05-06,lead
286,2021-05-06,second
74,2021-05-06,second
92,2021-05-07,vice
304,2021-05-07,lead
152,2021-05-07,skip
194,2021-05-07,second
74,2021-05-08,vice
245,2021-05-08,second
96,2021-05-08,vice
157,2021-05-08,skip
277,2021-05-08,lead
173,2021-05-08,lead
188,2021-05-08,skip
120,2021-05-08,second
305,2021-05-09,second
149,2021-05-09,skip
280,2021-05-09,skip
26,2021-05-09,skip
332,2021-05-09,skip
190,2021-05-09,lead
224,2021-05-09,lead
90,2021-05-09,second
179,2021-05-09,lead
322,2021-05-09,second
136,2021-05-09,second
254,2021-05-09,lead
14,2021-05-09,vice
260,2021-05-09,vice
273,2021-05-09,vice
256,2021-05-09,vice
92,2021-05-12,lead
152,2021-05-12,vice
194,2021-05-12,second
304,2021-05-12,skip
329,2021-05-15,vice
147,2021-05-15,skip
41,2021-05-15,skip
198,2021-05-15,skip
154,2021-05-15,lead
291,2021-05-15,lead
215,2021-05-15,second
156,2021-05-15,second
241,2021-05-15,vice
141,2021-05-15,second
60,2021-05-15,lead
48,2021-05-15,vice
304,2021-05-16,vice
61,2021-05-16,lead
194,2021-05-16,lead
152,2021-05-16,skip
323,2021-05-16,vice
319,2021-05-16,second
308,2021-05-16,skip
92,2021-05-16,second
44,2021-05-17,vice
286,2021-05-17,second
247,2021-05-17,lead
137,2021-05-17,lead
104,2021-05-17,second
335,2021-05-17,vice
235,2021-05-17,second
201,2021-05-17,skip
279,2021-05-17,skip
174,2021-05-17,skip
226,2021-05-17,vice
11,2021-05-17,lead
211,2021-05-19,second
335,2021-05-19,vice
131,2021-05-19,skip
137,2021-05-19,lead
185,2021-05-22,lead
328,2021-05-22,skip
294,2021-05-22,second
331,2021-05-22,vice
198,2021-05-25,second
50,2021-05-25,lead
48,2021-05-25,vice
156,2021-05-25,skip
61,2021-05-26,vice
308,2021-05-26,second
325,2021-05-26,skip
21,2021-05-26,skip
323,2021-05-26,lead
142,2021-05-26,second
13,2021-05-26,vice
267,2021-05-26,lead
13,2021-05-30,lead
201,2021-05-30,lead
325,2021-05-30,second
226,2021-05-30,second
267,2021-05-30,vice
247,2021-05-30,vice
197,2021-05-30,second
205,2021-05-30,lead
138,2021-05-30,vice
327,2021-05-30,skip
104,2021-05-30,skip
234,2021-05-30,skip
217,2021-05-31,lead
245,2021-05-31,second
277,2021-05-31,skip
157,2021-05-31,vice
230,2021-06-01,vice
149,2021-06-01,skip
190,2021-06-01,second
322,2021-06-01,lead
45,2021-06-05,lead
89,2021-06-05,vice
279,2021-06-05,skip
235,2021-06-05,second
332,2021-06-06,vice
166,2021-06-06,second
