birthdate,age,category,facility_id,join_date,retire_date,team_name,gender
2011-05-13,11,junior,2.0,2020-01-02,,Montreal Lasers,F
2011-08-13,10,junior,2.0,2019-07-08,,Montreal Lasers,F
2006-02-26,16,junior,2.0,2022-03-03,,Montreal Lasers,F
2013-09-22,8,junior,2.0,2021-12-03,,Montreal Lasers,F
2008-07-11,13,junior,2.0,2020-05-15,2022-02-04,Montreal Lasers,F
2005-06-30,16,junior,2.0,2019-07-10,2020-10-16,Montreal Lasers,F
2014-07-05,7,junior,2.0,2021-10-25,2022-05-07,Montreal Lasers,F
2012-02-07,10,junior,2.0,2020-03-21,2020-08-08,Montreal Lasers,F
1981-02-17,41,adult,2.0,2020-05-01,,Montreal Raiders,M
1991-12-10,30,adult,2.0,2019-08-18,,Montreal Raiders,M
1975-04-07,47,adult,2.0,2020-07-06,,Montreal Raiders,M
1975-12-31,46,adult,2.0,2019-08-02,,Montreal Raiders,M
1974-05-16,48,adult,2.0,2021-05-18,,Montreal Raiders,M
1987-12-23,34,adult,2.0,2020-01-08,,Montreal Raiders,M
1995-06-22,26,adult,2.0,2021-01-23,,Montreal Raiders,M
1999-06-06,22,adult,2.0,2021-10-17,2022-04-23,Montreal Raiders,M
1986-02-05,36,adult,2.0,2021-03-06,2021-07-31,Montreal Raiders,M
1984-04-19,38,adult,2.0,2021-01-24,2021-03-24,Montreal Raiders,M
2002-05-31,19,junior,2.0,2021-12-29,,Montreal Vipers,M
2006-11-04,15,junior,2.0,2019-08-11,,Montreal Vipers,M
2007-04-05,15,junior,2.0,2022-03-11,,Montreal Vipers,M
2004-09-24,17,junior,2.0,2020-10-05,,Montreal Vipers,M
2003-12-28,18,junior,2.0,2021-11-15,,Montreal Vipers,M
2014-12-02,7,junior,2.0,2021-12-25,,Montreal Vipers,M
2001-11-23,20,junior,2.0,2022-03-07,,Montreal Vipers,M
2002-07-31,19,junior,2.0,2020-02-27,,Montreal Vipers,M
2012-08-23,9,junior,2.0,2020-03-04,2020-04-04,Montreal Vipers,M
2004-11-04,17,junior,2.0,2020-03-27,,Super Salsa,M
2002-03-27,20,junior,2.0,2019-12-18,,Super Salsa,F
2011-03-30,11,junior,2.0,2020-02-25,,Super Salsa,M
2004-10-26,17,junior,2.0,2019-08-25,,Super Salsa,M
2012-08-23,9,junior,2.0,2021-04-08,,Super Salsa,M
2008-07-11,13,junior,2.0,2020-05-30,,Super Salsa,M
2013-06-14,8,junior,2.0,2021-08-17,,Super Salsa,M
2009-05-08,13,junior,2.0,2022-01-27,,Super Salsa,F
2011-06-26,10,junior,2.0,2020-03-16,2021-12-26,Super Salsa,M
1974-11-18,47,adult,3.0,2021-08-16,,Calgary Bruins,F
1973-09-10,48,adult,3.0,2019-09-15,,Calgary Bruins,M
1996-05-13,26,adult,3.0,2019-10-20,,Calgary Bruins,M
1994-03-02,28,adult,3.0,2020-07-10,,Calgary Bruins,M
1972-08-06,49,adult,3.0,2021-05-24,,Calgary Bruins,F
1981-12-03,40,adult,3.0,2022-02-27,,Calgary Bruins,M
1975-10-13,46,adult,3.0,2020-05-02,2020-07-19,Calgary Bruins,M
1978-11-21,43,adult,3.0,2019-10-05,2021-07-24,Calgary Bruins,M
1976-05-16,46,adult,3.0,2019-09-13,2020-11-08,Calgary Bruins,M
1978-01-15,44,adult,3.0,2021-11-20,,Calgary Cougars,M
1989-08-01,32,adult,3.0,2021-05-29,,Calgary Cougars,M
1974-06-05,47,adult,3.0,2020-06-05,,Calgary Cougars,M
1999-05-23,23,adult,3.0,2020-07-18,,Calgary Cougars,M
1980-02-11,42,adult,3.0,2020-09-26,2021-05-27,Calgary Cougars,M
1992-05-17,30,adult,3.0,2020-01-17,2021-12-27,Calgary Cougars,M
1998-04-25,24,adult,3.0,2020-01-13,2022-04-08,Calgary Cougars,M
1975-12-30,46,adult,3.0,2020-07-15,,Calgary Cubs,M
1993-01-03,29,adult,3.0,2022-01-11,,Calgary Cubs,M
1979-09-01,42,adult,3.0,2020-09-26,,Calgary Cubs,M
1980-04-15,42,adult,3.0,2019-07-29,,Calgary Cubs,M
1991-05-19,31,adult,3.0,2021-06-14,2021-12-02,Calgary Cubs,M
1986-08-01,35,adult,3.0,2021-02-04,2022-03-17,Calgary Cubs,M
1974-06-14,47,adult,3.0,2020-10-29,2021-04-22,Calgary Cubs,M
1976-05-01,46,adult,3.0,2020-01-12,,Calgary Fleur-de-Lys,M
1973-11-09,48,adult,3.0,2020-05-02,,Calgary Fleur-de-Lys,M
1975-10-12,46,adult,3.0,2020-01-16,,Calgary Fleur-de-Lys,M
1999-10-08,22,adult,3.0,2022-05-12,,Calgary Fleur-de-Lys,M
1986-08-07,35,adult,3.0,2021-10-20,,Calgary Fleur-de-Lys,M
1979-08-11,42,adult,3.0,2019-09-30,,Calgary Fleur-de-Lys,M
1996-01-13,26,adult,3.0,2019-08-15,,Calgary Fleur-de-Lys,M
1987-03-08,35,adult,3.0,2019-11-06,2021-02-17,Calgary Fleur-de-Lys,M
2006-06-02,15,junior,3.0,2022-01-04,,Calgary Metros,F
2005-04-15,17,junior,3.0,2019-08-20,,Calgary Metros,F
2011-12-17,10,junior,3.0,2019-11-28,,Calgary Metros,F
2005-05-19,17,junior,3.0,2022-01-12,,Calgary Metros,F
2001-09-13,20,junior,3.0,2022-05-22,2022-05-25,Calgary Metros,F
2012-05-27,10,junior,3.0,2021-09-06,2022-01-16,Calgary Metros,F
2013-11-25,8,junior,3.0,2021-12-31,2022-03-28,Calgary Metros,F
1992-10-24,29,adult,3.0,2019-07-20,,Calgary Rockets,M
1995-02-15,27,adult,3.0,2021-06-18,,Calgary Rockets,M
1979-08-26,42,adult,3.0,2019-09-28,,Calgary Rockets,M
1977-04-24,45,adult,3.0,2020-05-31,,Calgary Rockets,M
1982-02-10,40,adult,3.0,2021-03-27,,Calgary Rockets,M
1986-05-29,36,adult,3.0,2021-03-19,,Calgary Rockets,M
1972-12-30,49,adult,3.0,2021-02-10,,Calgary Rockets,M
1995-08-29,26,adult,3.0,2022-01-23,2022-03-13,Calgary Rockets,M
1985-09-22,36,adult,3.0,2021-08-08,2022-03-17,Calgary Rockets,M
1973-10-27,48,adult,3.0,2022-02-21,,Cold Huskies,M
1976-05-03,46,adult,3.0,2021-05-29,,Cold Huskies,M
1992-11-24,29,adult,3.0,2021-05-05,,Cold Huskies,M
1994-11-23,27,adult,3.0,2019-10-03,,Cold Huskies,F
1993-05-31,28,adult,3.0,2022-03-26,,Cold Huskies,F
1973-12-27,48,adult,3.0,2019-08-07,,Cold Huskies,F
1986-05-16,36,adult,3.0,2022-05-05,,Cold Huskies,F
1980-09-18,41,adult,3.0,2022-03-21,,Cold Huskies,M
1991-02-03,31,adult,3.0,2020-03-29,2022-01-27,Cold Huskies,F
2013-02-27,9,junior,3.0,2021-07-08,,Ice Huskies,M
2008-05-28,14,junior,3.0,2020-08-27,,Ice Huskies,M
2002-11-12,19,junior,3.0,2020-09-14,,Ice Huskies,F
2006-09-10,15,junior,3.0,2019-06-19,,Ice Huskies,M
2014-05-07,8,junior,3.0,2021-09-13,,Ice Huskies,F
2015-04-29,7,junior,3.0,2022-05-15,2022-05-19,Ice Huskies,M
2002-07-02,19,junior,3.0,2020-06-15,,Rolling Stones,F
2004-06-26,17,junior,3.0,2020-03-14,,Rolling Stones,F
2003-07-21,18,junior,3.0,2021-12-24,,Rolling Stones,F
2007-05-01,15,junior,3.0,2022-05-24,,Rolling Stones,F
2010-03-21,12,junior,3.0,2020-12-16,2022-02-08,Rolling Stones,F
2009-08-18,12,junior,3.0,2021-12-07,,Stone Mariners,M
2008-08-08,13,junior,3.0,2020-08-30,,Stone Mariners,F
2002-12-19,19,junior,3.0,2020-03-17,,Stone Mariners,M
2006-09-16,15,junior,3.0,2020-11-12,,Stone Mariners,M
2002-09-02,19,junior,3.0,2019-06-23,2021-07-22,Stone Mariners,M
2008-12-16,13,junior,3.0,2019-10-25,2021-05-22,Stone Mariners,M
2004-08-07,17,junior,3.0,2019-07-28,2020-11-28,Stone Mariners,F
2010-10-03,11,junior,3.0,2020-09-13,2021-10-17,Stone Mariners,M
2010-12-29,11,junior,3.0,2020-07-02,2021-11-18,Stone Mariners,F
2009-12-17,12,junior,3.0,2020-10-23,2021-08-27,Stone Mariners,F
2012-09-23,9,junior,3.0,2022-02-17,2022-04-09,Stone Mariners,M
2004-02-23,18,junior,4.0,2020-03-30,,Broom Mets,F
2012-06-19,9,junior,4.0,2020-01-13,,Broom Mets,F
2011-04-06,11,junior,4.0,2020-04-14,,Broom Mets,F
2015-05-10,7,junior,4.0,2022-05-09,,Broom Mets,F
2012-09-28,9,junior,4.0,2021-07-14,,Broom Mets,F
2004-01-13,18,junior,4.0,2020-05-08,,Broom Mets,F
2015-01-08,7,junior,4.0,2022-04-08,,Broom Mets,F
2002-04-07,20,junior,4.0,2019-11-30,2021-12-05,Broom Mets,F
2003-07-10,18,junior,4.0,2020-03-09,,Cold Chinooks,F
2005-08-18,16,junior,4.0,2022-04-16,,Cold Chinooks,F
2012-03-09,10,junior,4.0,2020-01-31,,Cold Chinooks,F
2008-05-22,14,junior,4.0,2021-09-15,,Cold Chinooks,F
2011-03-10,11,junior,4.0,2021-06-05,,Cold Chinooks,F
2008-01-16,14,junior,4.0,2020-02-27,,Cold Chinooks,F
2004-04-04,18,junior,4.0,2019-12-25,,Cold Chinooks,F
2003-12-20,18,junior,4.0,2021-05-13,2021-09-03,Cold Chinooks,F
1984-05-23,38,adult,4.0,2022-02-27,,Cold Travelways,M
1979-11-19,42,adult,4.0,2020-06-03,,Cold Travelways,M
1974-04-03,48,adult,4.0,2020-09-04,,Cold Travelways,M
1984-11-07,37,adult,4.0,2020-07-17,,Cold Travelways,M
1987-08-29,34,adult,4.0,2019-12-12,,Cold Travelways,M
1979-05-18,43,adult,4.0,2021-03-19,,Cold Travelways,M
1989-07-27,32,adult,4.0,2022-04-02,,Cold Travelways,M
1987-03-07,35,adult,4.0,2021-11-03,2022-01-05,Cold Travelways,M
1994-08-22,27,adult,4.0,2019-11-07,2020-09-15,Cold Travelways,M
1975-04-06,47,adult,4.0,2021-10-18,2022-02-17,Cold Travelways,M
1976-10-11,45,adult,4.0,2022-04-20,,Game of Stones,F
1987-01-18,35,adult,4.0,2020-12-17,,Game of Stones,F
1992-07-14,29,adult,4.0,2020-07-24,,Game of Stones,F
1987-08-08,34,adult,4.0,2020-05-15,,Game of Stones,F
1999-09-26,22,adult,4.0,2021-03-08,2021-09-04,Game of Stones,F
1983-03-04,39,adult,4.0,2019-12-14,2021-08-20,Game of Stones,F
1989-08-07,32,adult,4.0,2022-01-10,2022-02-18,Game of Stones,F
1980-07-29,41,adult,4.0,2019-09-22,2022-02-15,Game of Stones,F
1991-01-24,31,adult,4.0,2019-06-09,2020-02-22,Game of Stones,F
2010-12-18,11,junior,4.0,2020-04-06,,Ice Dodgers,F
2004-10-29,17,junior,4.0,2021-05-03,,Ice Dodgers,F
2005-08-27,16,junior,4.0,2020-02-07,,Ice Dodgers,F
2002-03-11,20,junior,4.0,2020-02-17,,Ice Dodgers,F
2003-04-01,19,junior,4.0,2020-12-27,,Ice Dodgers,F
2015-04-27,7,junior,4.0,2022-05-18,,Ice Dodgers,F
2004-12-27,17,junior,4.0,2020-06-21,,Ice Dodgers,F
2014-02-17,8,junior,4.0,2021-12-26,,Ice Dodgers,F
2004-08-15,17,junior,4.0,2021-07-05,,Ottawa Greys,M
2007-02-16,15,junior,4.0,2019-11-29,,Ottawa Greys,F
2014-04-12,8,junior,4.0,2021-08-29,,Ottawa Greys,F
2004-02-14,18,junior,4.0,2020-04-12,,Ottawa Greys,M
2008-08-07,13,junior,4.0,2021-06-04,,Ottawa Greys,M
2012-02-16,10,junior,4.0,2019-07-27,,Ottawa Greys,F
2008-03-16,14,junior,4.0,2019-11-09,2021-08-12,Ottawa Greys,F
2006-01-13,16,junior,4.0,2022-04-15,,Ottawa Kiltys,M
2002-03-04,20,junior,4.0,2019-08-27,,Ottawa Kiltys,F
2004-02-27,18,junior,4.0,2020-07-11,,Ottawa Kiltys,M
2001-10-08,20,junior,4.0,2021-10-13,,Ottawa Kiltys,F
2012-10-03,9,junior,4.0,2021-09-06,,Ottawa Kiltys,F
2012-01-27,10,junior,4.0,2020-04-09,2021-08-21,Ottawa Kiltys,F
1976-07-10,45,adult,4.0,2020-12-28,,Ottawa Victorias,M
1986-01-17,36,adult,4.0,2022-03-15,,Ottawa Victorias,M
1982-11-03,39,adult,4.0,2021-03-02,,Ottawa Victorias,M
1990-07-11,31,adult,4.0,2020-06-13,,Ottawa Victorias,M
1984-06-05,37,adult,4.0,2020-09-10,,Ottawa Victorias,M
1987-07-05,34,adult,4.0,2021-03-06,,Ottawa Victorias,M
1987-05-24,35,adult,4.0,2020-07-13,,Ottawa Victorias,M
1998-08-30,23,adult,4.0,2020-07-19,2022-03-26,Ottawa Victorias,M
1990-02-11,32,adult,4.0,2022-04-24,2022-05-04,Ottawa Victorias,M
2000-01-30,22,adult,4.0,2022-01-13,2022-03-12,Ottawa Victorias,M
1988-09-28,33,adult,4.0,2020-01-12,2021-09-04,Ottawa Victorias,M
2004-05-10,18,junior,5.0,2022-05-08,,Broom Hawks,M
2014-05-28,8,junior,5.0,2022-02-10,,Broom Hawks,M
2010-09-02,11,junior,5.0,2019-10-03,,Broom Hawks,M
2009-04-18,13,junior,5.0,2020-10-06,,Broom Hawks,M
2006-05-07,16,junior,5.0,2021-09-12,,Broom Hawks,M
2009-11-05,12,junior,5.0,2021-04-25,,Broom Hawks,M
2009-07-20,12,junior,5.0,2020-08-25,,Broom Hawks,M
2005-04-15,17,junior,5.0,2021-12-03,,Broom Hawks,M
2012-07-22,9,junior,5.0,2021-02-28,2022-05-21,Broom Hawks,M
2013-07-23,8,junior,5.0,2022-03-03,,Curlers Terriers,M
2002-06-01,19,junior,5.0,2020-11-14,,Curlers Terriers,M
2011-06-29,10,junior,5.0,2019-06-20,,Curlers Terriers,M
2004-03-16,18,junior,5.0,2022-05-09,,Curlers Terriers,M
2004-11-27,17,junior,5.0,2021-02-26,,Curlers Terriers,M
2004-09-06,17,junior,5.0,2019-09-24,,Stone Timberwolves,M
2006-08-15,15,junior,5.0,2022-03-15,,Stone Timberwolves,M
2013-02-28,9,junior,5.0,2022-01-01,,Stone Timberwolves,M
2013-12-05,8,junior,5.0,2022-05-21,,Stone Timberwolves,F
2010-08-10,11,junior,5.0,2020-05-26,,Stone Timberwolves,M
2006-07-21,15,junior,5.0,2019-09-08,,Stone Timberwolves,M
2002-07-19,19,junior,5.0,2020-03-17,,Stone Timberwolves,F
2009-01-01,13,junior,5.0,2019-09-05,,Stone Timberwolves,M
2004-10-23,17,junior,5.0,2019-11-02,,Super Atlantics,F
2002-02-24,20,junior,5.0,2021-01-08,,Super Atlantics,F
2007-04-29,15,junior,5.0,2021-08-06,,Super Atlantics,F
2003-01-04,19,junior,5.0,2019-10-08,,Super Atlantics,F
2011-01-13,11,junior,5.0,2021-11-30,2022-03-08,Super Atlantics,F
2015-04-15,7,junior,5.0,2022-05-13,2022-05-15,Super Atlantics,F
2006-02-18,16,junior,5.0,2019-06-18,,Super Lords,M
2015-01-14,7,junior,5.0,2022-05-29,,Super Lords,M
2009-01-29,13,junior,5.0,2021-09-18,,Super Lords,M
2010-01-31,12,junior,5.0,2019-11-18,,Super Lords,M
2008-01-28,14,junior,5.0,2021-08-07,,Super Lords,M
2002-06-02,19,junior,5.0,2020-06-26,,Super Lords,M
2006-03-04,16,junior,5.0,2020-05-04,2020-10-21,Super Lords,M
2010-05-11,12,junior,5.0,2019-06-06,2019-12-29,Super Lords,M
2014-10-16,7,junior,5.0,2021-11-06,,Vancouver Buccaneers,F
2014-09-05,7,junior,5.0,2021-12-07,,Vancouver Buccaneers,F
2014-07-08,7,junior,5.0,2022-03-01,,Vancouver Buccaneers,F
2012-11-30,9,junior,5.0,2021-09-01,,Vancouver Buccaneers,F
2006-05-24,16,junior,5.0,2020-10-08,,Vancouver Buccaneers,F
2015-02-22,7,junior,5.0,2022-03-02,,Vancouver Buccaneers,F
2003-03-16,19,junior,5.0,2021-08-25,2021-11-29,Vancouver Buccaneers,F
2014-05-11,8,junior,5.0,2021-07-21,2021-08-25,Vancouver Buccaneers,F
2008-11-27,13,junior,5.0,2021-04-01,2021-04-24,Vancouver Buccaneers,F
2014-04-04,8,junior,5.0,2021-06-04,2022-02-20,Vancouver Buccaneers,F
1975-07-18,46,adult,5.0,2021-04-17,,Vancouver Fury,M
1988-08-15,33,adult,5.0,2021-07-01,,Vancouver Fury,M
1989-08-14,32,adult,5.0,2019-10-15,,Vancouver Fury,M
1996-01-12,26,adult,5.0,2021-01-06,,Vancouver Fury,M
1994-11-19,27,adult,5.0,2020-05-03,,Vancouver Fury,M
1984-10-19,37,adult,5.0,2020-09-27,,Vancouver Fury,M
1993-05-22,29,adult,5.0,2021-09-12,,Vancouver Fury,M
1996-12-22,25,adult,5.0,2020-03-18,,Vancouver Fury,M
1991-12-30,30,adult,5.0,2021-04-08,2021-10-13,Vancouver Fury,M
1991-07-09,30,adult,5.0,2021-06-17,2021-07-24,Vancouver Fury,M
1980-08-25,41,adult,5.0,2021-10-05,2022-04-09,Vancouver Fury,M
1983-01-02,39,adult,5.0,2019-07-23,2020-11-14,Vancouver Fury,M
1998-03-19,24,adult,5.0,2020-10-29,,Vancouver Islanders,F
1972-06-17,49,adult,5.0,2020-03-04,,Vancouver Islanders,F
1997-08-05,24,adult,5.0,2020-05-13,,Vancouver Islanders,F
1991-01-19,31,adult,5.0,2021-11-11,,Vancouver Islanders,F
1988-09-22,33,adult,5.0,2022-04-07,,Vancouver Islanders,F
1993-12-05,28,adult,5.0,2020-07-23,,Vancouver Islanders,F
1973-12-12,48,adult,5.0,2021-03-25,,Vancouver Islanders,F
1997-06-10,24,adult,5.0,2021-05-31,2022-03-30,Vancouver Islanders,F
1978-09-17,43,adult,5.0,2019-07-24,2020-07-06,Vancouver Islanders,F
1993-01-22,29,adult,5.0,2019-12-29,2021-05-04,Vancouver Islanders,F
1977-01-28,45,adult,5.0,2021-07-04,2022-03-16,Vancouver Islanders,F
1979-06-29,42,adult,5.0,2022-05-12,2022-05-22,Vancouver Islanders,F
1998-01-18,24,adult,5.0,2021-09-18,2021-12-05,Vancouver Islanders,F
1974-05-08,48,adult,5.0,2021-01-01,2021-01-31,Vancouver Islanders,F
