id,date,salary
9,2022-03-31,1823.35
9,2022-04-29,2329.84
10,2021-06-30,1636.67
10,2021-07-30,2118.04
10,2021-08-31,2118.04
10,2021-09-30,2118.04
10,2021-10-29,1311.17
11,2021-06-30,1252.00
12,2019-09-30,1071.69
12,2019-10-31,1731.19
12,2019-11-29,1401.44
12,2019-12-31,2295.95
12,2020-01-31,1925.49
12,2020-02-28,1925.49
12,2020-03-31,1925.49
12,2020-04-30,1925.49
12,2020-05-29,1925.49
12,2020-06-30,1925.49
12,2020-07-31,1590.62
12,2020-08-31,1925.49
12,2020-09-30,1925.49
12,2020-10-30,1400.36
12,2020-11-30,1467.04
13,2022-03-31,101.30
13,2022-04-29,2218.90
13,2022-05-31,1800.33
14,2021-08-31,550.57
14,2021-09-30,4771.61
14,2021-10-29,4037.52
14,2021-11-30,4037.52
14,2021-12-31,4287.52
14,2022-01-31,4248.22
14,2022-02-28,4248.22
14,2022-03-31,4248.22
14,2022-04-29,4248.22
15,2020-09-30,3104.78
15,2020-10-30,2759.80
15,2020-11-30,3614.03
15,2020-12-31,4044.73
15,2021-01-29,4037.52
15,2021-02-26,3028.14
15,2021-03-31,4037.52
15,2021-04-30,3854.00
15,2021-05-31,4037.52
15,2021-06-30,4037.52
15,2021-07-30,4037.52
15,2021-08-31,4037.52
15,2021-09-30,4588.09
15,2021-10-29,4037.52
15,2021-11-30,4037.52
15,2021-12-31,4111.98
15,2022-01-31,4450.52
15,2022-02-28,4248.22
15,2022-03-31,4248.22
15,2022-04-29,4045.92
17,2021-01-29,1153.58
17,2021-02-26,4037.52
17,2021-03-31,4037.52
17,2021-04-30,4037.52
17,2021-05-31,4037.52
17,2021-06-30,3486.95
17,2021-07-30,2936.38
17,2021-08-31,4037.52
17,2021-09-30,4771.61
17,2021-10-29,4229.78
17,2021-11-30,4037.52
17,2021-12-31,4287.52
17,2022-01-31,4248.22
17,2022-02-28,4248.22
17,2022-03-31,4248.22
17,2022-04-29,4248.22
18,2021-10-29,961.31
18,2021-11-30,4037.52
18,2021-12-31,2808.71
19,2019-12-31,3424.38
19,2020-01-31,6092.02
19,2020-02-28,6092.02
19,2020-03-31,6368.93
19,2020-04-30,5538.20
19,2020-05-29,6092.02
19,2020-06-30,6092.02
19,2020-07-31,6092.02
19,2020-08-31,6092.02
19,2020-09-30,6092.02
19,2020-10-30,5538.20
19,2020-11-30,6092.02
19,2020-12-31,6342.02
19,2021-01-29,6237.44
19,2021-02-26,6237.44
19,2021-03-31,6237.44
19,2021-04-30,6237.44
19,2021-05-31,6237.44
19,2021-06-30,6520.96
19,2021-07-30,6237.44
19,2021-08-31,6237.44
19,2021-09-30,6237.44
19,2021-10-29,6237.44
19,2021-11-30,6237.44
19,2021-12-31,6487.44
19,2022-01-31,4585.67
19,2022-02-28,6419.94
19,2022-03-31,6419.94
19,2022-04-29,6419.94
20,2020-02-28,5482.82
20,2020-03-31,6092.02
20,2020-04-30,6092.02
20,2020-05-29,6092.02
20,2020-06-30,6092.02
20,2020-07-31,6092.02
20,2020-08-31,6092.02
20,2020-09-30,6092.02
20,2020-10-30,6092.02
20,2020-11-30,290.10
21,2020-05-29,1083.03
21,2020-06-30,3249.08
21,2020-07-31,3390.34
21,2020-08-31,3249.08
21,2020-09-30,3249.08
21,2020-10-30,3396.77
21,2020-11-30,3249.08
21,2020-12-31,2651.49
21,2021-01-29,3379.59
21,2021-02-26,3548.57
21,2021-03-31,3967.34
21,2021-04-30,3686.83
21,2021-05-31,3379.59
21,2021-06-30,3379.59
21,2021-07-30,3379.59
21,2021-08-31,3379.59
21,2021-09-30,3686.83
21,2021-10-29,2413.99
21,2021-11-30,3225.97
21,2021-12-31,3482.65
21,2022-01-31,3554.59
21,2022-02-28,3554.59
21,2022-03-31,3554.59
21,2022-04-29,3554.59
22,2019-08-30,414.75
22,2019-09-30,3041.50
22,2019-10-31,3041.50
22,2019-11-29,3041.50
22,2019-12-31,3291.50
22,2020-01-31,3249.08
22,2020-02-28,3249.08
22,2020-03-31,2215.28
22,2020-04-30,3249.08
22,2020-05-29,3249.08
22,2020-06-30,2215.28
22,2020-07-31,3249.08
22,2020-08-31,3249.08
22,2020-09-30,3249.08
22,2020-10-30,3249.08
22,2020-11-30,3249.08
22,2020-12-31,3499.08
22,2021-01-29,3218.66
22,2021-02-26,3041.63
22,2021-03-31,2497.96
22,2021-04-30,3379.59
22,2021-05-31,3379.59
22,2021-06-30,3379.59
22,2021-07-30,3379.59
22,2021-08-31,3379.59
22,2021-09-30,3379.59
22,2021-10-29,3379.59
22,2021-11-30,3379.59
22,2021-12-31,3629.59
22,2022-01-31,3554.59
22,2022-02-28,3554.59
22,2022-03-31,3554.59
22,2022-04-29,3554.59
24,2022-01-31,3554.59
24,2022-02-28,3554.59
24,2022-03-31,3554.59
24,2022-04-29,3554.59
25,2019-12-31,2765.00
25,2020-01-31,3249.08
25,2020-02-28,3249.08
25,2020-03-31,3249.08
25,2020-04-30,2362.97
25,2020-05-29,3249.08
25,2020-06-30,3249.08
25,2020-07-31,3249.08
25,2020-08-31,2475.49
25,2020-09-30,3249.08
25,2020-10-30,3249.08
25,2020-11-30,2475.49
25,2020-12-31,3499.08
25,2021-01-29,4023.32
25,2021-02-26,3210.61
25,2021-03-31,3379.59
25,2021-04-30,3379.59
25,2021-05-31,2735.86
25,2021-06-30,3379.59
25,2021-07-30,3379.59
25,2021-08-31,3379.59
25,2021-09-30,3379.59
25,2021-10-29,3379.59
25,2021-11-30,3379.59
25,2021-12-31,2747.96
25,2022-01-31,3554.59
25,2022-02-28,3554.59
25,2022-03-31,3554.59
25,2022-04-29,3554.59
26,2020-06-30,1329.17
26,2020-07-31,3249.08
26,2020-08-31,3713.23
26,2020-09-30,3249.08
26,2020-10-30,3692.14
26,2020-11-30,3713.23
26,2020-12-31,3499.08
26,2021-01-29,3379.59
26,2021-02-26,3379.59
26,2021-03-31,3379.59
26,2021-04-30,3379.59
26,2021-05-31,3057.72
26,2021-06-30,3379.59
26,2021-07-30,3379.59
26,2021-08-31,3379.59
26,2021-09-30,3379.59
26,2021-10-29,3379.59
26,2021-11-30,3686.83
26,2021-12-31,3629.59
26,2022-01-31,3046.79
26,2022-02-28,4087.78
26,2022-03-31,2627.31
26,2022-04-29,3554.59
27,2019-12-31,2212.00
27,2020-01-31,3249.08
27,2020-02-28,2436.81
27,2020-03-31,3249.08
27,2020-04-30,3249.08
27,2020-05-29,3249.08
27,2020-06-30,2362.97
27,2020-07-31,3249.08
27,2020-08-31,3403.80
27,2020-09-30,3249.08
27,2020-10-30,3249.08
27,2020-11-30,3249.08
27,2020-12-31,3499.08
27,2021-01-29,3379.59
27,2021-02-26,3210.61
27,2021-03-31,3379.59
27,2021-04-30,3379.59
27,2021-05-31,3379.59
27,2021-06-30,3379.59
27,2021-07-30,3379.59
27,2021-08-31,3379.59
27,2021-09-30,3379.59
27,2021-10-29,3379.59
27,2021-11-30,3379.59
27,2021-12-31,3629.59
27,2022-01-31,3554.59
27,2022-02-28,3554.59
27,2022-03-31,3554.59
27,2022-04-29,3554.59
28,2020-01-31,1836.44
28,2020-02-28,3249.08
28,2020-03-31,2953.71
28,2020-04-30,1033.80
29,2021-01-29,2413.99
29,2021-02-26,3379.59
29,2021-03-31,3379.59
29,2021-04-30,2765.12
30,2021-10-29,3057.72
30,2021-11-30,2457.88
31,2021-12-31,5334.88
31,2022-01-31,6315.96
31,2022-02-28,6000.16
31,2022-03-31,6315.96
31,2022-04-29,6917.48
32,2021-09-30,2509.82
32,2021-10-29,5842.96
32,2021-11-30,6135.11
32,2021-12-31,6385.11
32,2022-01-31,6315.96
32,2022-02-28,4105.37
32,2022-03-31,6315.96
32,2022-04-29,6315.96
33,2020-03-31,1059.92
33,2020-04-30,4663.66
33,2020-05-29,4663.66
33,2020-06-30,4663.66
33,2020-07-31,4663.66
33,2020-08-31,4663.66
33,2020-09-30,4027.71
33,2020-10-30,3603.74
33,2020-11-30,4663.66
33,2020-12-31,3494.29
33,2021-01-29,4934.09
33,2021-02-26,4934.09
33,2021-03-31,4934.09
33,2021-04-30,4934.09
33,2021-05-31,4934.09
33,2021-06-30,4934.09
33,2021-07-30,4934.09
33,2021-08-31,3812.71
33,2021-09-30,4934.09
33,2021-10-29,4934.09
33,2021-11-30,4709.81
33,2021-12-31,5184.09
33,2022-01-31,5168.69
33,2022-02-28,5168.69
33,2022-03-31,4494.51
33,2022-04-29,5168.69
34,2022-02-28,1164.00
34,2022-03-31,4656.00
34,2022-04-29,4656.00
35,2021-02-26,3048.71
35,2021-03-31,3029.77
35,2021-04-30,4355.30
35,2021-05-31,4355.30
35,2021-06-30,4355.30
35,2021-07-30,4355.30
35,2021-08-31,2969.52
35,2021-09-30,4355.30
35,2021-10-29,4355.30
35,2021-11-30,4355.30
35,2021-12-31,4605.30
35,2022-01-31,3325.71
35,2022-02-28,4656.00
35,2022-03-31,4251.13
35,2022-04-29,4656.00
36,2021-11-30,1385.78
36,2021-12-31,378.72
37,2021-12-31,1749.69
37,2022-01-31,2329.84
37,2022-02-28,2329.84
37,2022-03-31,2329.84
37,2022-04-29,2329.84
38,2020-02-28,1829.22
38,2020-03-31,1925.49
38,2020-04-30,1925.49
38,2020-05-29,1925.49
38,2020-06-30,1925.49
38,2020-07-31,1925.49
38,2020-08-31,1925.49
38,2020-09-30,1925.49
38,2020-10-30,1750.45
38,2020-11-30,2108.87
38,2020-12-31,2175.49
38,2021-01-29,2118.04
38,2021-02-26,2118.04
38,2021-03-31,2118.04
38,2021-04-30,2118.04
38,2021-05-31,2118.04
38,2021-06-30,2118.04
38,2021-07-30,2118.04
38,2021-08-31,1444.12
38,2021-09-30,2118.04
38,2021-10-29,2218.90
38,2021-11-30,2118.04
38,2021-12-31,2644.31
38,2022-01-31,2329.84
38,2022-02-28,2329.84
38,2022-03-31,2329.84
38,2022-04-29,2329.84
39,2021-11-30,673.92
39,2021-12-31,2368.04
39,2022-01-31,2329.84
39,2022-02-28,2329.84
39,2022-03-31,2329.84
39,2022-04-29,2218.90
41,2020-10-30,1750.45
41,2020-11-30,1925.49
41,2020-12-31,2175.49
41,2021-01-29,2218.90
41,2021-02-26,2329.84
41,2021-03-31,1933.86
41,2021-04-30,2118.04
41,2021-05-31,2118.04
41,2021-06-30,2118.04
41,2021-07-30,2118.04
41,2021-08-31,2118.04
41,2021-09-30,2118.04
41,2021-10-29,2118.04
41,2021-11-30,2118.04
41,2021-12-31,2736.39
41,2022-01-31,2329.84
41,2022-02-28,2329.84
41,2022-03-31,2329.84
41,2022-04-29,2329.84
42,2019-09-30,577.06
42,2019-10-31,1731.19
42,2019-11-29,1731.19
42,2019-12-31,1587.74
42,2020-01-31,1925.49
42,2020-02-28,1925.49
42,2020-03-31,1925.49
42,2020-04-30,1925.49
42,2020-05-29,1925.49
42,2020-06-30,1662.92
42,2020-07-31,1925.49
42,2020-08-31,1283.66
42,2020-09-30,1925.49
42,2020-10-30,1925.49
42,2020-11-30,1925.49
42,2020-12-31,2175.49
42,2021-01-29,2118.04
42,2021-02-26,2118.04
42,2021-03-31,2302.22
42,2021-04-30,2118.04
42,2021-05-31,2118.04
42,2021-06-30,1925.49
43,2020-02-28,3794.73
43,2020-03-31,3449.75
43,2020-04-30,3794.73
43,2020-05-29,3794.73
43,2020-06-30,3794.73
43,2020-07-31,3794.73
43,2020-08-31,3794.73
43,2020-09-30,2932.29
43,2020-10-30,3449.75
43,2020-11-30,3794.73
43,2020-12-31,4044.73
43,2021-01-29,4037.52
43,2021-02-26,4643.15
43,2021-03-31,4037.52
43,2021-04-30,4037.52
43,2021-05-31,4037.52
43,2021-06-30,4037.52
43,2021-07-30,4037.52
43,2021-08-31,4037.52
43,2021-09-30,3854.00
43,2021-10-29,4422.05
43,2021-11-30,4037.52
43,2021-12-31,4287.52
43,2022-01-31,4248.22
43,2022-02-28,4248.22
43,2022-03-31,3509.40
43,2022-04-29,4248.22
44,2021-07-30,734.09
44,2021-08-31,4037.52
44,2021-09-30,4037.52
44,2021-10-29,4229.78
44,2021-11-30,3670.47
44,2021-12-31,4989.70
44,2022-01-31,4248.22
44,2022-02-28,4248.22
44,2022-03-31,4248.22
44,2022-04-29,4248.22
45,2020-09-30,1724.88
45,2020-10-30,3794.73
45,2020-11-30,3794.73
45,2020-12-31,4044.73
45,2021-01-29,4037.52
45,2021-02-26,3230.02
45,2021-03-31,4388.61
45,2021-04-30,4037.52
45,2021-05-31,4037.52
45,2021-06-30,4037.52
45,2021-07-30,4037.52
45,2021-08-31,3670.47
45,2021-09-30,3854.00
45,2021-10-29,3652.99
45,2021-11-30,4037.52
45,2021-12-31,4287.52
45,2022-01-31,3439.04
45,2022-02-28,3823.40
45,2022-03-31,4987.04
45,2022-04-29,4045.92
46,2020-03-31,1552.39
46,2020-04-30,2587.32
46,2020-05-29,3794.73
46,2020-06-30,3794.73
46,2020-07-31,3794.73
46,2020-08-31,3794.73
46,2020-09-30,4312.19
46,2020-10-30,3277.27
46,2020-11-30,3794.73
46,2020-12-31,4044.73
46,2021-01-29,4037.52
46,2021-02-26,4037.52
46,2021-03-31,4037.52
46,2021-04-30,4037.52
46,2021-05-31,4037.52
46,2021-06-30,4037.52
46,2021-07-30,4037.52
46,2021-08-31,4037.52
46,2021-09-30,4037.52
46,2021-10-29,4037.52
46,2021-11-30,4404.57
46,2021-12-31,4287.52
46,2022-01-31,4248.22
46,2022-02-28,4248.22
46,2022-03-31,4617.63
46,2022-04-29,4855.11
47,2019-11-29,342.08
47,2019-12-31,4168.40
47,2020-01-31,3794.73
47,2020-02-28,2466.57
47,2020-03-31,3794.73
47,2020-04-30,3449.75
47,2020-05-29,3794.73
47,2020-06-30,3622.24
47,2020-07-31,3794.73
47,2020-08-31,3071.92
47,2020-09-30,2759.80
47,2020-10-30,4484.68
47,2020-11-30,3794.73
47,2020-12-31,4209.72
47,2021-01-29,4037.52
47,2021-02-26,4037.52
47,2021-03-31,4037.52
47,2021-04-30,4221.04
47,2021-05-31,2883.94
47,2021-06-30,4037.52
47,2021-07-30,4037.52
47,2021-08-31,4037.52
47,2021-09-30,3486.95
47,2021-10-29,4037.52
47,2021-11-30,4037.52
47,2021-12-31,4287.52
47,2022-01-31,4248.22
47,2022-02-28,4885.45
47,2022-03-31,4248.22
47,2022-04-29,4248.22
48,2020-05-29,1807.01
48,2020-06-30,3794.73
48,2020-07-31,2639.81
48,2020-08-31,4156.13
48,2020-09-30,3794.73
48,2020-10-30,3794.73
48,2020-11-30,3794.73
48,2020-12-31,4044.73
48,2021-01-29,4037.52
48,2021-02-26,4441.27
48,2021-03-31,4037.52
48,2021-04-30,4221.04
48,2021-05-31,2883.94
48,2021-06-30,4037.52
48,2021-07-30,4037.52
48,2021-08-31,4037.52
48,2021-09-30,4037.52
48,2021-10-29,4614.31
48,2021-11-30,4037.52
48,2021-12-31,4111.98
48,2022-01-31,4248.22
48,2022-02-28,4248.22
48,2022-03-31,1108.23
49,2022-01-31,3236.74
49,2022-02-28,1062.06
50,2020-09-30,3599.83
50,2020-10-30,4984.38
50,2020-11-30,6672.21
50,2020-12-31,6342.02
50,2021-01-29,6237.44
50,2021-02-26,7484.93
50,2021-03-31,6237.44
50,2021-04-30,6237.44
50,2021-05-31,5940.42
50,2021-06-30,6237.44
50,2021-07-30,6237.44
50,2021-08-31,6237.44
50,2021-09-30,6237.44
50,2021-10-29,5049.36
50,2021-11-30,6237.44
50,2021-12-31,6487.44
50,2022-01-31,6419.94
50,2022-02-28,6419.94
50,2022-03-31,6419.94
50,2022-04-29,6419.94
51,2019-12-31,553.00
51,2020-01-31,3249.08
51,2020-02-28,3249.08
51,2020-03-31,2362.97
51,2020-04-30,3249.08
51,2020-05-29,3249.08
51,2020-06-30,3249.08
51,2020-07-31,3249.08
51,2020-08-31,3249.08
51,2020-09-30,3249.08
51,2020-10-30,3249.08
51,2020-11-30,3249.08
51,2020-12-31,2651.49
51,2021-01-29,3379.59
51,2021-02-26,3379.59
51,2021-03-31,3379.59
51,2021-04-30,2611.50
51,2021-05-31,3379.59
51,2021-06-30,3379.59
51,2021-07-30,3379.59
51,2021-08-31,2611.50
51,2021-09-30,3379.59
51,2021-10-29,4023.32
51,2021-11-30,3379.59
51,2021-12-31,3629.59
51,2022-01-31,3554.59
51,2022-02-28,3554.59
51,2022-03-31,3554.59
51,2022-04-29,4062.39
52,2020-09-30,590.74
52,2020-10-30,2362.97
52,2020-11-30,3249.08
52,2020-12-31,3499.08
52,2021-01-29,3379.59
52,2021-02-26,2365.71
52,2021-03-31,3379.59
52,2021-04-30,2304.27
52,2021-05-31,3379.59
52,2021-06-30,3379.59
52,2021-07-30,3379.59
52,2021-08-31,3379.59
52,2021-09-30,3379.59
52,2021-10-29,3379.59
52,2021-11-30,3379.59
52,2021-12-31,3629.59
52,2022-01-31,3046.79
52,2022-02-28,3554.59
52,2022-03-31,3554.59
52,2022-04-29,3554.59
53,2020-03-31,443.06
53,2020-04-30,3249.08
53,2020-05-29,3249.08
53,2020-06-30,3249.08
53,2020-07-31,2260.23
53,2020-08-31,3249.08
53,2020-09-30,3249.08
53,2020-10-30,3249.08
53,2020-11-30,3249.08
53,2020-12-31,3499.08
53,2021-01-29,3379.59
53,2021-02-26,3717.55
53,2021-03-31,3085.71
53,2021-04-30,3379.59
53,2021-05-31,3701.46
53,2021-06-30,2918.74
53,2021-07-30,3379.59
53,2021-08-31,3379.59
53,2021-09-30,3379.59
53,2021-10-29,3379.59
53,2021-11-30,3379.59
53,2021-12-31,3629.59
53,2022-01-31,2369.73
53,2022-02-28,3732.32
53,2022-03-31,3554.59
53,2022-04-29,3554.59
54,2020-02-28,2436.81
54,2020-03-31,3249.08
54,2020-04-30,3249.08
54,2020-05-29,3249.08
54,2020-06-30,3249.08
54,2020-07-31,2542.76
54,2020-08-31,3249.08
54,2020-09-30,3249.08
54,2020-10-30,3249.08
54,2020-11-30,3713.23
54,2020-12-31,3499.08
54,2021-01-29,3379.59
54,2021-02-26,3041.63
54,2021-03-31,3379.59
54,2021-04-30,2611.50
54,2021-05-31,3379.59
54,2021-06-30,3533.21
54,2021-07-30,3686.83
54,2021-08-31,3379.59
54,2021-09-30,3379.59
54,2021-10-29,3379.59
54,2021-11-30,2457.88
54,2021-12-31,3041.84
54,2022-01-31,3554.59
54,2022-02-28,3554.59
54,2022-03-31,2781.85
54,2022-04-29,3554.59
55,2021-01-29,804.66
55,2021-02-26,2703.67
55,2021-03-31,2791.84
55,2021-04-30,3840.44
55,2021-05-31,2413.99
55,2021-06-30,3379.59
55,2021-07-30,3379.59
55,2021-08-31,3379.59
55,2021-09-30,3379.59
55,2021-10-29,3218.66
55,2021-11-30,3379.59
55,2021-12-31,3629.59
55,2022-01-31,3554.59
55,2022-02-28,3199.13
55,2022-03-31,3554.59
55,2022-04-29,3554.59
56,2020-03-31,3249.08
56,2020-04-30,3101.39
56,2020-05-29,3249.08
56,2020-06-30,3249.08
56,2020-07-31,3249.08
56,2020-08-31,3249.08
56,2020-09-30,3249.08
56,2020-10-30,3249.08
56,2020-11-30,2166.05
56,2020-12-31,3499.08
56,2021-01-29,3379.59
56,2021-02-26,2703.67
56,2021-03-31,3379.59
56,2021-04-30,3379.59
56,2021-05-31,3379.59
56,2021-06-30,3379.59
56,2021-07-30,3379.59
56,2021-08-31,3379.59
56,2021-09-30,3686.83
56,2021-10-29,3379.59
56,2021-11-30,3379.59
56,2021-12-31,3629.59
56,2022-01-31,3893.12
56,2022-02-28,2488.21
56,2022-03-31,3554.59
56,2022-04-29,3554.59
57,2022-01-31,1692.66
57,2022-02-28,2665.94
57,2022-03-31,3554.59
57,2022-04-29,2877.53
58,2021-08-31,3072.35
58,2021-09-30,3840.44
58,2021-10-29,3379.59
58,2021-11-30,3379.59
58,2021-12-31,3629.59
58,2022-01-31,3046.79
58,2022-02-28,3554.59
58,2022-03-31,3245.50
58,2022-04-29,3554.59
59,2021-01-29,3057.72
59,2021-02-26,3379.59
59,2021-03-31,3379.59
59,2021-04-30,3379.59
59,2021-05-31,3379.59
59,2021-06-30,3379.59
59,2021-07-30,3379.59
59,2021-08-31,3379.59
59,2021-09-30,3379.59
59,2021-10-29,3379.59
59,2021-11-30,3379.59
59,2021-12-31,3629.59
59,2022-01-31,3554.59
59,2022-02-28,2665.94
59,2022-03-31,3554.59
59,2022-04-29,3554.59
60,2021-03-31,1175.51
60,2021-04-30,3379.59
60,2021-05-31,3379.59
60,2021-06-30,3379.59
60,2021-07-30,3379.59
60,2021-08-31,3379.59
60,2021-09-30,3379.59
60,2021-10-29,3379.59
60,2021-11-30,3379.59
60,2021-12-31,3629.59
60,2022-01-31,2538.99
60,2022-02-28,3554.59
60,2022-03-31,3554.59
60,2022-04-29,2538.99
61,2020-11-30,2784.93
61,2020-12-31,2510.23
61,2021-01-29,3379.59
61,2021-02-26,3379.59
61,2021-03-31,3820.41
61,2021-04-30,3379.59
61,2021-05-31,3218.66
61,2021-06-30,2304.27
62,2019-11-29,1738.00
62,2019-12-31,3291.50
62,2020-01-31,141.26
63,2021-04-30,1997.03
63,2021-05-31,3218.66
64,2022-04-29,338.53
64,2022-05-31,3393.02
65,2020-10-30,1341.63
65,2020-11-30,5903.19
65,2020-12-31,6153.19
65,2021-01-29,4382.22
65,2021-02-26,6135.11
65,2021-03-31,5068.13
65,2021-04-30,6135.11
65,2021-05-31,6135.11
65,2021-06-30,6135.11
65,2021-07-30,6135.11
65,2021-08-31,6135.11
65,2021-09-30,6135.11
65,2021-10-29,6135.11
65,2021-11-30,5856.24
65,2021-12-31,6385.11
65,2022-01-31,6315.96
65,2022-02-28,6315.96
65,2022-03-31,5217.53
65,2022-04-29,6315.96
66,2021-05-31,1168.59
66,2021-06-30,5577.37
66,2021-07-30,6135.11
66,2021-08-31,6135.11
66,2021-09-30,5577.37
66,2021-10-29,6719.41
66,2021-11-30,6135.11
66,2021-12-31,6385.11
66,2022-01-31,6315.96
66,2022-02-28,4105.37
66,2022-03-31,6315.96
66,2022-04-29,4812.16
67,2019-06-28,3968.61
67,2019-07-31,3943.96
67,2019-08-30,5669.44
67,2019-09-30,5669.44
67,2019-10-31,5669.44
67,2019-11-29,4589.55
67,2019-12-31,5919.44
67,2020-01-31,5903.19
67,2020-02-28,5312.87
67,2020-03-31,5903.19
67,2020-04-30,5903.19
67,2020-05-29,5903.19
67,2020-06-30,5903.19
67,2020-07-31,6416.51
67,2020-08-31,5903.19
67,2020-09-30,5634.86
67,2020-10-30,5903.19
67,2020-11-30,5903.19
67,2020-12-31,6153.19
67,2021-01-29,4090.07
67,2021-02-26,6135.11
67,2021-03-31,6135.11
67,2021-04-30,6135.11
67,2021-05-31,6135.11
67,2021-06-30,7250.58
67,2021-07-30,6135.11
67,2021-08-31,7250.58
67,2021-09-30,6135.11
67,2021-10-29,7303.70
67,2021-11-30,6135.11
67,2021-12-31,6385.11
67,2022-01-31,6315.96
67,2022-02-28,6315.96
67,2022-03-31,6315.96
67,2022-04-29,6315.96
68,2021-06-30,3588.43
68,2021-07-30,4934.09
68,2021-08-31,4036.98
68,2021-09-30,4934.09
68,2021-10-29,4934.09
68,2021-11-30,4934.09
68,2021-12-31,5184.09
68,2022-01-31,3938.05
68,2022-02-28,5168.69
68,2022-03-31,5393.42
68,2022-04-29,5168.69
69,2022-02-28,2843.00
70,2019-08-30,2239.24
70,2019-09-30,4478.49
70,2019-10-31,4478.49
70,2019-11-29,4478.49
70,2019-12-31,4321.35
70,2020-01-31,3447.05
70,2020-02-28,4663.66
70,2020-03-31,4663.66
70,2020-04-30,4663.66
70,2020-05-29,4663.66
70,2020-06-30,4663.66
70,2020-07-31,4258.12
70,2020-08-31,4663.66
70,2020-09-30,4663.66
70,2020-10-30,635.95
71,2022-02-28,2584.34
71,2022-03-31,5168.69
71,2022-04-29,738.38
72,2019-12-31,3495.73
